StarName,NObs,LastObs
HD 4391,1,2035.0890410958891
HD 10780,1,2035.0904109589028
HD 140538 A,1,2035.0917808219165
HD 165341 A,1,2035.0931506849302
HD 166,1,2035.0945205479438
HD 26965 A,1,2035.0958904109575
HD 185144,1,2035.0972602739712
HD 209100,1,2035.0986301369849
HD 201091,1,2035.0999999999985
HD 155885,1,2035.1013698630122
HD 155886,1,2035.102739726026
HD 10476,1,2035.1041095890396
HD 201092,1,2035.1054794520533
HD 165341 B,1,2035.106849315067
HD 131977,1,2035.1082191780806
HD 219134,1,2035.1095890410943
HD 88230,1,2035.110958904108
HD 4628,1,2035.1123287671217
HD 192310,1,2035.1136986301353
HD 10360,1,2035.115068493149
HD 156026,1,2035.1164383561627
HD 149661,1,2035.1178082191764
HD 10361,1,2035.11917808219
HD 3651 A,1,2035.1205479452037
HD 100623 A,1,2035.1219178082174
HD 216803,1,2035.123287671231
HD 32147,1,2035.1246575342448
HD 17925,1,2035.1260273972584
HD 38392,1,2035.1273972602721
HD 37394,1,2035.1287671232858
HD 95735,1,2035.1301369862995
HD 217987,1,2035.1315068493132
HD 202560,1,2035.1328767123268
HD 201091,2,2035.186775437025
HD 165341 B,2,2035.1970747459138
HD 10700,2,2035.2471331483955
HD 202560,2,2035.2580488729602
HD 38392,2,2035.259418735974
HD 32147,2,2035.2656174508857
HD 156274 A,2,2035.2669873138993
HD 10360,2,2035.2725679152434
HD 201091,3,2035.273937778257
HD 20794,2,2035.2869726582035
HD 165341 B,3,2035.2883425212171
HD 10476,2,2035.2897123842308
HD 156026,2,2035.2910822472445
HD 101501,2,2035.3030883388558
HD 202560,3,2035.3366456911285
HD 82885 A,2,2035.3447673815938
HD 155886,2,2035.357303328371
HD 140538 A,2,2035.3697120453348
HD 72905,2,2035.3773994815172
HD 4391,2,2035.3828319204233
HD 26965 A,2,2035.3896791252998
HD 38392,3,2035.391338163047
HD 136352,2,2035.3931429131524
HD 146233,2,2035.4010316596114
HD 32147,3,2035.4065773675266
HD 131156 A,2,2035.4079472305402
HD 185144,2,2035.409317093554
HD 192310,2,2035.4139183105465
HD 10780,2,2035.424148169086
HD 65907 A,2,2035.4259562261273
HD 219134,2,2035.4292668705802
HD 10360,3,2035.430636733594
HD 33262 A,2,2035.4320065966076
HD 190360,2,2035.4333764596213
HD 165341 A,2,2035.434746322635
HD 10700,3,2035.4381019132302
HD 156274 A,3,2035.4462871989833
HD 55575,2,2035.447657061997
HD 90839,2,2035.4490269250107
HD 10361,2,2035.4549650088957
HD 95128,2,2035.4693248233052
HD 10476,3,2035.47478484653
HD 17925,2,2035.4786478040378
HD 35296,2,2035.4800176670515
HD 4813,2,2035.4813875300651
HD 17051,2,2035.491021158056
HD 165499,2,2035.5032190779825
HD 20794,3,2035.5150412068188
HD 84117,2,2035.5164110698324
HD 7570,2,2035.518473074093
HD 38392,4,2035.5232575901202
HD 3651 A,2,2035.5306725276453
HD 38393,2,2035.5369994663877
HD 37394,2,2035.5521108253247
HD 20630,2,2035.5600435894426
HD 69897,2,2035.5641153824922
HD 102365,2,2035.5814984730582
HD 109358,2,2035.582868336072
HD 30652,2,2035.5846756155333
HD 17206,2,2035.5898375331392
HD 155886,3,2035.591318985511
HD 20766,2,2035.5927346900637
HD 82885 A,3,2035.6100827083942
HD 128621,2,2035.612129557302
HD 43386,2,2035.6200747910243
HD 187691 A,2,2035.6252010471337
HD 156274 A,4,2035.6265709101474
HD 10700,4,2035.6290706780649
HD 210302,2,2035.6304405410785
HD 43042,2,2035.6329388400825
HD 1581,2,2035.643411555991
HD 140538 A,3,2035.6476432687532
HD 38392,5,2035.6551770171934
HD 134083,2,2035.656546880207
HD 192310,3,2035.6579736073968
HD 10476,4,2035.659857308829
HD 30495,2,2035.6612271718427
HD 84737,2,2035.662776170101
HD 128620,2,2035.6641460331148
HD 190248,2,2035.669605051637
HD 4391,3,2035.6766227449575
HD 20807,2,2035.6817146292842
HD 114710,2,2035.6848978715286
HD 165341 A,3,2035.6999641638379
HD 185144,3,2035.7110024960336
HD 146233,3,2035.728090716484
HD 101501,3,2035.7294643489427
HD 147513,2,2035.739726538713
HD 20794,4,2035.743109755434
HD 23249,2,2035.7516090495478
HD 131156 A,3,2035.7529789125615
HD 209100,2,2035.7628129793104
HD 115617,2,2035.764632284127
HD 190360,3,2035.7868367658787
HD 38392,6,2035.7882066288923
HD 128621,3,2035.802341306391
HD 156274 A,5,2035.8058707952314
HD 203608,2,2035.8139339186987
HD 33262 A,3,2035.8173064468995
HD 10700,5,2035.8200394428995
HD 55575,3,2035.8322920972328
HD 143761,2,2035.8430517029215
HD 10476,5,2035.8449297711281
HD 90839,3,2035.8543350055688
HD 128167,2,2035.8557048685825
HD 165341 B,4,2035.8570747315962
HD 39091,2,2035.8682490136152
HD 82885 A,4,2035.8753980351946
HD 34411,2,2035.8813787166225
HD 95128,3,2035.889334578118
HD 53705,2,2035.8945357683556
HD 3651 A,3,2035.9106601237859
HD 4813,3,2035.9140593205184
HD 35296,3,2035.917625676584
HD 38392,7,2035.9201260559655
HD 16895 A,2,2035.9214959189792
HD 136352,3,2035.9228657819929
HD 17925,3,2035.9244188957473
HD 72905,3,2035.925788758761
HD 140538 A,4,2035.9271586217747
HD 17051,3,2035.9286176585783
HD 86728 A,2,2035.9310022443078
HD 22484,2,2035.9442411498667
HD 26965 A,3,2035.9456110128804
HD 4391,4,2035.9704135694917
HD 20794,5,2035.9717834325054
HD 156274 A,6,2035.9851706803154
HD 142860,2,2035.986540543329
HD 37394,3,2035.9891531575004
HD 84117,3,2035.9986073328066
HD 142373,2,2036.00425684039
HD 693,2,2036.0104324327651
HD 10700,6,2036.0118022957788
HD 19373,2,2036.0175797647562
HD 212330 A,2,2036.0226087987398
HD 141004,2,2036.0240373439547
HD 58855,2,2036.027554444107
HD 4614 A,2,2036.0289243071206
HD 10476,6,2036.0302941701343
HD 160691,2,2036.0377880500348
HD 46588 A,2,2036.0492025092283
HD 128621,4,2036.050572372242
HD 38392,8,2036.0520454830387
HD 146233,4,2036.0551497733568
HD 109358,3,2036.05959602496
HD 38393,3,2036.0644098916796
HD 50692,2,2036.0739987347172
HD 166,2,2036.0941900778953
HD 155885,2,2036.098539338377
HD 69897,3,2036.1008335047109
HD 201092,2,2036.102499063545
HD 65907 A,3,2036.1067069727987
HD 131977,2,2036.1080768358124
HD 190248,3,2036.109446698826
HD 156026,3,2036.1108165618398
HD 115617,3,2036.1121864248535
HD 88230,2,2036.1135562878671
HD 4628,2,2036.1149261508808
HD 149661,2,2036.1170485955206
HD 100623 A,2,2036.1218918984043
HD 216803,2,2036.123261761418
HD 95735,2,2036.1274327869223
HD 217987,2,2036.131346435754
HD 102365,3,2036.139709274884
HD 82885 A,5,2036.1410791378976
HD 101501,4,2036.1435115919064
HD 156274 A,7,2036.1644705653994
HD 114710,3,2036.183494373197
HD 165341 B,5,2036.1883960528505
HD 203608,3,2036.199100714116
HD 20794,6,2036.2004705771296
HD 10700,7,2036.2027710606135
HD 140538 A,5,2036.205089845193
HD 26965 A,4,2036.2092627409218
HD 10476,7,2036.2153666324334
HD 55575,4,2036.2169271324685
HD 43386,3,2036.2237112258845
HD 43042,3,2036.2425900089324
HD 210302,3,2036.246994739511
HD 90839,4,2036.259643086127
HD 4391,5,2036.264204394026
HD 20766,3,2036.2704008869755
HD 10361,3,2036.2770533054572
HD 17925,4,2036.2825187545814
HD 84737,3,2036.305004394997
HD 134083,3,2036.3063742580107
HD 95128,4,2036.3093443329308
HD 30495,3,2036.3206702295086
HD 128620,3,2036.3326114741774
HD 156274 A,8,2036.3437704504834
HD 155885,3,2036.3463937452593
HD 4813,4,2036.347763608273
HD 35296,4,2036.3552336861167
HD 17051,4,2036.3662141591008
HD 1581,3,2036.367645029789
HD 20807,3,2036.3757580256915
HD 146233,5,2036.3822088302295
HD 10700,8,2036.3937398254482
HD 10476,8,2036.4004390947325
HD 3651 A,4,2036.4029764870481
HD 82885 A,6,2036.406394464698
HD 20630,3,2036.418717315867
HD 17206,3,2036.4235106827132
HD 10780,3,2036.4248805457269
HD 219134,3,2036.4283967548508
HD 20794,7,2036.4297666178645
HD 165499,3,2036.4571230874653
HD 7570,3,2036.4657132714674
HD 84117,4,2036.4808035957808
HD 140538 A,6,2036.4830210686114
HD 147513,3,2036.4904119815355
HD 23249,3,2036.4949989210136
HD 141004,3,2036.5220472906567
HD 20766,4,2036.5288890017016
HD 39091,3,2036.5310185751787
HD 160691,3,2036.5399596617212
HD 4391,6,2036.55799521856
HD 101501,5,2036.567147875966
HD 30652,3,2036.5844197242113
HD 58855,3,2036.5879856005495
HD 38393,4,2036.5918203169715
HD 55575,5,2036.6015621677043
HD 166,3,2036.602932030718
HD 209100,3,2036.6043018937316
HD 142860,3,2036.6234919236274
HD 187691 A,3,2036.624861786641
HD 17925,5,2036.6262316496548
HD 69897,4,2036.6375516269295
HD 90839,5,2036.6649511666851
HD 82885 A,7,2036.6717097914984
HD 136352,4,2036.6803922567838
HD 20807,4,2036.6817621197974
HD 128621,5,2036.6832498747492
HD 4628,3,2036.6868395437318
HD 53705,3,2036.7082496189041
HD 146233,6,2036.7096194819178
HD 95128,5,2036.7293540877436
HD 22484,3,2036.7542357243929
HD 140538 A,7,2036.7609522920297
HD 4813,5,2036.7804353987262
HD 20766,5,2036.7887469794414
HD 35296,5,2036.7928416956493
HD 34411,3,2036.794211558663
HD 17051,5,2036.8038106596232
HD 19373,3,2036.8187211733512
HD 209100,4,2036.8246491196253
HD 43386,4,2036.8273476607446
HD 143761,3,2036.8422677894023
HD 114710,4,2036.845104573493
HD 4391,7,2036.8517860430943
HD 43042,4,2036.853155906108
HD 128167,3,2036.8549529085537
HD 210302,4,2036.8635489379433
HD 95735,3,2036.8685642039873
HD 65907 A,4,2036.8929371715235
HD 693,3,2036.8989470573129
HD 10361,4,2036.9142100951722
HD 95735,4,2036.9206545251718
HD 16895 A,3,2036.9220243881855
HD 86728 A,3,2036.9304976392996
HD 82885 A,8,2036.9370251182988
HD 84737,4,2036.947232619893
HD 39091,4,2036.9486024829066
HD 134083,4,2036.9550840380332
HD 84117,5,2036.962999858755
HD 20807,5,2036.9840246942927
HD 128620,4,2036.9853945573063
HD 142373,3,2036.9948150506434
HD 212330 A,3,2037.0219299262471
HD 4614 A,3,2037.0287127962024
HD 88230,3,2037.030082659216
HD 146233,7,2037.0366785387905
HD 140538 A,8,2037.038883515448
HD 17925,6,2037.0402533784618
HD 46588 A,3,2037.0490899499641
HD 3651 A,5,2037.0514572338698
HD 30495,4,2037.0691543830635
HD 90839,6,2037.0705242460772
HD 50692,3,2037.072655003682
HD 201092,3,2037.0940392229822
HD 131977,3,2037.095832034711
HD 149661,3,2037.1162889718648
HD 38393,5,2037.1192307422634
HD 100623 A,3,2037.1218659885913
HD 216803,3,2037.123235851605
HD 203608,4,2037.1246057146186
HD 217987,3,2037.131186022195
HD 4391,8,2037.1455768676285
HD 128621,6,2037.1529136786287
HD 69897,5,2037.1742697491482
HD 4813,6,2037.2131071891795
HD 35296,6,2037.2304497051819
HD 17051,6,2037.2414071601456
HD 10780,4,2037.2901246052174
HD 155885,4,2037.3367139055556
HD 209100,5,2037.3449963455146
HD 146233,8,2037.3637375956632
HD 30495,5,2037.365107458677
HD 95128,6,2037.376761102827
HD 101501,6,2037.3948937490607
HD 19373,4,2037.411643403867
HD 17925,7,2037.4284902235968
HD 43386,5,2037.4309840956048
HD 84117,6,2037.4451961217292
HD 43042,5,2037.462807074958
HD 90839,7,2037.4758323266353
HD 210302,5,2037.4801031363756
HD 20766,6,2037.488330984572
HD 46588 A,4,2037.4955527331738
HD 10780,5,2037.5046837332106
HD 136352,5,2037.5886036630793
HD 84737,5,2037.589973526093
HD 187691 A,4,2037.5993779022629
HD 134083,5,2037.6037938180557
HD 65907 A,5,2037.6134139455917
HD 128167,4,2037.6254338252406
HD 4813,7,2037.6457789796327
HD 38393,6,2037.6471488426464
HD 35296,7,2037.6680577147145
HD 128621,7,2037.670522687987
HD 17051,7,2037.679003660668
HD 17925,8,2037.7098777536648
HD 69897,6,2037.7112476166785
HD 34411,4,2037.7920286314481
HD 95735,5,2037.8111010107277
HD 39091,5,2037.8154816335082
HD 143761,4,2037.8387441498558
HD 10361,5,2037.8554764739238
HD 90839,8,2037.8811404071935
HD 209100,6,2037.8982202837321
HD 693,4,2037.8995901467458
HD 136352,6,2037.9009600097595
HD 84117,7,2037.9273923847034
HD 95128,7,2037.966633871336
HD 20807,6,2037.9835475427503
HD 128620,5,2037.9853668476792
HD 142373,4,2037.9935924389788
HD 3651 A,6,2038.004047569728
HD 43386,6,2038.034620530465
HD 43042,6,2038.072458243808
HD 4813,8,2038.078450770086
HD 210302,6,2038.096657334808
HD 35296,8,2038.105665724247
HD 17051,8,2038.1166001611905
HD 203608,5,2038.123471140164
HD 38393,7,2038.1745592679383
HD 19373,5,2038.1936067302704
HD 187691 A,5,2038.209510456246
HD 101501,7,2038.2267492111964
HD 84737,6,2038.232201750989
HD 69897,7,2038.2479657388972
HD 134083,6,2038.2525035980782
HD 20766,7,2038.2564081403866
HD 65907 A,6,2038.2996441443179
HD 128167,5,2038.3109832350794
HD 155885,5,2038.3174450247561
HD 128621,8,2038.3401864918635
HD 209100,7,2038.3582935370196
HD 30495,6,2038.364276543735
HD 84117,8,2038.4095886476775
HD 46588 A,5,2038.4406456533625
HD 95128,8,2038.449657324778
HD 10780,6,2038.5041743680417
HD 203608,6,2038.5086379355812
HD 136352,7,2038.5379385393467
HD 20766,8,2038.5874989948377
HD 3651 A,7,2038.6059529740846
HD 43386,7,2038.6382569653251
HD 43042,7,2038.6821094126578
HD 142373,5,2038.6937396903322
HD 95735,6,2038.695109553346
HD 34411,5,2038.6964794163596
HD 38393,8,2038.7019696932302
HD 210302,7,2038.7132115332404
HD 128620,6,2038.7195857133984
HD 209100,8,2038.7293256944179
HD 101501,8,2038.7325772760767
HD 30495,7,2038.7538565877062
HD 69897,8,2038.7846838611158
HD 39091,6,2038.8152374964366
HD 143761,5,2038.8379602363366
HD 10361,6,2038.8542770992499
HD 20807,7,2038.8734813501137
HD 84737,7,2038.8748512131274
HD 46588 A,6,2038.8871084365721
HD 693,5,2038.8990636754015
HD 134083,7,2038.9012133781007
HD 187691 A,6,2038.9025832411144
HD 65907 A,7,2039.0091620142766
HD 136352,8,2039.0105335072924
HD 30495,8,2039.0489160837335
HD 155885,6,2039.0817377877954
HD 3651 A,8,2039.1421049537846
HD 19373,6,2039.1440632073563
HD 95735,7,2039.226651929318
HD 155885,7,2039.2282223316656
HD 43386,8,2039.2418934001853
HD 43042,8,2039.2917605815078
HD 210302,8,2039.3297657316728
HD 65907 A,8,2039.3652552267063
HD 203608,7,2039.4568184296204
HD 10780,7,2039.5036650028728
HD 84737,8,2039.5170794380233
HD 128620,7,2039.549694990075
HD 134083,8,2039.5510648530887
HD 187691 A,7,2039.6236746992056
HD 34411,6,2039.6573101877755
HD 143761,6,2039.7344365967915
HD 10361,7,2039.7791051218373
HD 39091,7,2039.814993359365
HD 693,6,2039.835523505428
HD 20807,8,2039.8730041985714
HD 46588 A,7,2039.886995877308
HD 128620,8,2039.9510371434703
HD 19373,7,2039.9616429721154
HD 10780,8,2039.974388514424
HD 95735,8,2040.1773723874758
HD 143761,7,2040.2240636421839
HD 155885,8,2040.2281315330576
HD 10361,8,2040.3176317745674
HD 203608,8,2040.4556838551657
HD 693,7,2040.4829422395683
HD 34411,7,2040.5208806852202
HD 46588 A,8,2040.558116194761
HD 187691 A,8,2040.6228483490736
HD 39091,8,2040.8147492222934
HD 693,8,2041.1303609737085
HD 143761,8,2041.2232797286647
HD 34411,8,2041.3776018675965
