StarName,NObs,LastObs
HD 4391,1,2035.0890410958891
HD 10780,1,2035.0904109589028
HD 140538 A,1,2035.0917808219165
HD 165341 A,1,2035.0931506849302
HD 166,1,2035.0945205479438
HD 26965 A,1,2035.0958904109575
HD 185144,1,2035.0972602739712
HD 209100,1,2035.0986301369849
HD 201091,1,2035.0999999999985
HD 155885,1,2035.1013698630122
HD 155886,1,2035.102739726026
HD 10476,1,2035.1041095890396
HD 201092,1,2035.1054794520533
HD 165341 B,1,2035.106849315067
HD 131977,1,2035.1082191780806
HD 219134,1,2035.1095890410943
HD 88230,1,2035.110958904108
HD 4628,1,2035.1123287671217
HD 192310,1,2035.1136986301353
HD 10360,1,2035.115068493149
HD 156026,1,2035.1164383561627
HD 149661,1,2035.1178082191764
HD 10361,1,2035.11917808219
HD 3651 A,1,2035.1205479452037
HD 100623 A,1,2035.1219178082174
HD 216803,1,2035.123287671231
HD 32147,1,2035.1246575342448
HD 17925,1,2035.1260273972584
HD 38392,1,2035.1273972602721
HD 37394,1,2035.1287671232858
HD 95735,1,2035.1301369862995
HD 217987,1,2035.1315068493132
HD 202560,1,2035.1328767123268
HD 165341 B,2,2035.1970747459138
HD 38392,2,2035.2593166873453
HD 20794,2,2035.2869726582035
HD 165341 B,3,2035.2883425212171
HD 10476,2,2035.2897123842308
HD 202560,2,2035.2910822472445
HD 101501,2,2035.3030883388558
HD 3651 A,2,2035.3279328016208
HD 82885 A,2,2035.3447673815938
HD 209100,2,2035.3559636642478
HD 155886,2,2035.3586731913847
HD 72905,2,2035.3773994815172
HD 4391,2,2035.3828319204233
HD 26965 A,2,2035.3869393992725
HD 38392,3,2035.3912361144185
HD 146233,2,2035.4010316596114
HD 185144,2,2035.402401522625
HD 165341 A,2,2035.4241219507896
HD 65907 A,2,2035.4259562261273
HD 33262 A,2,2035.4305053297433
HD 55575,2,2035.447648733865
HD 10361,2,2035.4714033650598
HD 10476,3,2035.47478484653
HD 35296,2,2035.478703899943
HD 4813,2,2035.4800737629566
HD 165499,2,2035.5032190779825
HD 131156 A,2,2035.5048394169833
HD 38392,4,2035.5231555414916
HD 3651 A,3,2035.535317658038
HD 38393,2,2035.5369994663877
HD 69897,2,2035.5641153824922
HD 128621,2,2035.5833624340148
HD 155886,3,2035.58720939647
HD 209100,3,2035.5900095202783
HD 102365,2,2035.599306692236
HD 82885 A,3,2035.6100827083942
HD 43386,2,2035.6200747910243
HD 210302,2,2035.6302528285692
HD 43042,2,2035.6329388400825
HD 156026,2,2035.6360756595125
HD 38392,5,2035.6550749685648
HD 134083,2,2035.6564448315785
HD 190248,2,2035.6578146945922
HD 10476,4,2035.659857308829
HD 72905,3,2035.6684975931726
HD 20766,2,2035.672186744857
HD 30495,2,2035.6772512768437
HD 128620,2,2035.679424345172
HD 20630,2,2035.7011394798515
HD 185144,3,2035.7040869251048
HD 202560,3,2035.7162544078735
HD 1581,2,2035.7214937477706
HD 101501,3,2035.7228636107843
HD 146233,3,2035.728090716484
HD 20807,2,2035.7294605794978
HD 109358,2,2035.7424811135418
HD 3651 A,4,2035.7438509765554
HD 131156 A,3,2035.7617336284907
HD 65907 A,3,2035.7806795755432
HD 38392,6,2035.786994395638
HD 115617,2,2035.7947692704279
HD 114710,2,2035.8013362276913
HD 203608,2,2035.8057147406166
HD 33262 A,3,2035.815805180035
HD 55575,3,2035.8322837691007
HD 147513,2,2035.8410964017253
HD 10476,5,2035.8449297711281
HD 10361,3,2035.8510259082032
HD 82885 A,4,2035.8753980351946
HD 30652,2,2035.8819358895016
HD 219134,2,2035.8833057525153
HD 156026,3,2035.8981787162907
HD 34411,2,2035.9032965248414
HD 4813,3,2035.9127455534099
HD 35296,3,2035.9163119094756
HD 38392,7,2035.9189138227111
HD 16895 A,2,2035.936949057876
HD 86728 A,2,2035.9383189208897
HD 17051,2,2035.9417060895562
HD 143761,2,2035.9430759525699
HD 3651 A,5,2035.9512358329725
HD 209100,4,2035.9541923626082
HD 72905,4,2035.959595704828
HD 165341 B,4,2035.9662391849322
HD 20630,3,2035.9789912884762
HD 53705,2,2035.9959056313678
HD 7570,2,2035.9992949918942
HD 142860,2,2036.0006648549079
HD 22484,2,2036.0020347179216
HD 17206,2,2036.0034045809352
HD 128167,2,2036.004774443949
HD 142373,2,2036.0061443069626
HD 23249,2,2036.0077734331057
HD 693,2,2036.0104324327651
HD 19373,2,2036.0175797647562
HD 84737,2,2036.0203104166712
HD 187691 A,2,2036.021680279685
HD 212330 A,2,2036.0239786617535
HD 141004,2,2036.0254072069683
HD 4614 A,2,2036.028555612369
HD 58855,2,2036.0299254753827
HD 90839,2,2036.0312953383964
HD 10476,6,2036.03266520141
HD 4391,3,2036.0340350644237
HD 84117,2,2036.0354049274374
HD 190360,2,2036.036774790451
HD 160691,2,2036.0381446534648
HD 95128,2,2036.0446672890503
HD 46588 A,2,2036.0478326462146
HD 10700,2,2036.0492025092283
HD 38392,8,2036.0508332497843
HD 146233,4,2036.0551497733568
HD 38393,3,2036.0644098916796
HD 39091,2,2036.0668791505987
HD 50692,2,2036.0753685977309
HD 136352,2,2036.080814146019
HD 156274 A,2,2036.087519063153
HD 10780,2,2036.0899015937339
HD 140538 A,2,2036.0916298535435
HD 166,2,2036.0929997165572
HD 155885,2,2036.0944297493359
HD 201091,2,2036.099104204135
HD 69897,3,2036.1008335047109
HD 201092,2,2036.1052387895725
HD 192310,2,2036.1066086525861
HD 131977,2,2036.1079785155998
HD 88230,2,2036.110322173156
HD 4628,2,2036.1116920361696
HD 10360,2,2036.1150336686558
HD 149661,2,2036.1170485955206
HD 102365,3,2036.1184184585343
HD 17925,2,2036.119788321548
HD 100623 A,2,2036.1218918984043
HD 216803,2,2036.123261761418
HD 32147,2,2036.1246316244317
HD 37394,2,2036.1274532910697
HD 95735,2,2036.1288231540834
HD 217987,2,2036.131346435754
HD 65907 A,4,2036.1354029249592
HD 82885 A,5,2036.140713361995
HD 165341 B,5,2036.155094752764
HD 3651 A,6,2036.1586206893896
HD 101501,4,2036.1601985249806
HD 147513,3,2036.1616448582527
HD 203608,3,2036.1908815360339
HD 33262 A,4,2036.201105030327
HD 115617,3,2036.2059768970257
HD 55575,4,2036.2169188043365
HD 10476,7,2036.2182886673502
HD 43386,3,2036.2237112258845
HD 43042,3,2036.2425900089324
HD 210302,3,2036.2468070270015
HD 109358,3,2036.2481768900152
HD 72905,5,2036.2506938164834
HD 20794,3,2036.2862740835199
HD 20766,3,2036.2909488321807
HD 1581,3,2036.295042290064
HD 134083,3,2036.305154611601
HD 37394,3,2036.3165504177696
HD 4813,4,2036.3454173438631
HD 35296,4,2036.3539199190081
HD 128620,3,2036.358848690344
HD 3651 A,7,2036.3660055458067
HD 20807,3,2036.372819044399
HD 146233,5,2036.3822088302295
HD 26965 A,3,2036.3862075656593
HD 190360,3,2036.3929748227358
HD 10476,8,2036.4033611296493
HD 165341 A,3,2036.404730992663
HD 82885 A,6,2036.4061008556766
HD 114710,3,2036.4122614964813
HD 190248,3,2036.413631359495
HD 165499,3,2036.4297258271918
HD 10780,3,2036.4811730504916
HD 65907 A,5,2036.4901262743751
HD 141004,3,2036.5234171536704
HD 72905,6,2036.5417919281388
HD 4614 A,3,2036.5639605398137
HD 3651 A,8,2036.5733904022238
HD 128621,3,2036.583163224188
HD 101501,5,2036.5879443980812
HD 58855,3,2036.5903566318252
HD 38393,4,2036.5918203169715
HD 55575,5,2036.6015538395723
HD 69897,4,2036.6375516269295
HD 209100,5,2036.64303273918
HD 46588 A,3,2036.653199539011
HD 84737,3,2036.6625386415672
HD 82885 A,7,2036.671416182477
HD 212330 A,3,2036.6727860454907
HD 30495,3,2036.6764203619018
HD 86728 A,3,2036.6898691104057
HD 146233,6,2036.7092678871022
HD 192310,3,2036.710637750116
HD 26965 A,4,2036.7484894306856
HD 23249,3,2036.7511633045715
HD 166,3,2036.7776007533625
HD 4813,5,2036.7789706163762
HD 35296,5,2036.7915279285407
HD 10780,4,2036.83545820588
HD 65907 A,6,2036.844849623791
HD 10361,4,2036.8498265335293
HD 17051,3,2036.872453275003
HD 160691,3,2036.8738231380166
HD 30652,3,2036.8816799981796
HD 219134,3,2036.8830498611933
HD 34411,3,2036.8887848305035
HD 10700,3,2036.9100342877518
HD 17925,3,2036.9114041507655
HD 26965 A,5,2036.9189904737968
HD 136352,3,2036.9219022646444
HD 16895 A,3,2036.9245830472582
HD 82885 A,8,2036.9367315092775
HD 143761,3,2036.9395523130233
HD 134083,4,2036.9538643916235
HD 7570,3,2036.9552342546372
HD 20807,4,2036.9641227147804
HD 55575,6,2036.986188874808
HD 53705,3,2036.9931811257493
HD 95128,3,2036.997553756184
HD 142860,3,2037.000629933831
HD 22484,3,2037.0019997968448
HD 142373,3,2037.0033696598584
HD 17206,3,2037.0047395228721
HD 128167,3,2037.0061093858858
HD 693,3,2037.0099059614208
HD 128620,4,2037.0112758244345
HD 19373,3,2037.0173513103346
HD 187691 A,3,2037.020853929553
HD 90839,3,2037.031123966891
HD 84117,3,2037.0340395465685
HD 146233,7,2037.036326943975
HD 39091,3,2037.0597856984587
HD 50692,3,2037.0740248666957
HD 156274 A,3,2037.0873668934305
HD 140538 A,3,2037.0914788851705
HD 155885,3,2037.094338950728
HD 201091,3,2037.096838545258
HD 201092,3,2037.1049981270917
HD 131977,3,2037.106692618608
HD 88230,3,2037.109685442204
HD 4628,3,2037.1110553052176
HD 10360,3,2037.1149988441625
HD 149661,3,2037.1163687071762
HD 38393,5,2037.1192307422634
HD 100623 A,3,2037.1218659885913
HD 216803,3,2037.123235851605
HD 32147,3,2037.1246057146186
HD 95735,3,2037.12748881772
HD 217987,3,2037.131186022195
HD 46588 A,4,2037.1339088975626
HD 69897,5,2037.1742697491482
HD 65907 A,7,2037.199572973207
HD 4813,6,2037.2116424068295
HD 35296,6,2037.2291359380733
HD 26965 A,6,2037.299080558001
HD 146233,8,2037.3633860008476
HD 55575,7,2037.3708239100438
HD 10361,5,2037.3883531862593
HD 20807,5,2037.3951524125614
HD 101501,6,2037.4430875314495
HD 128621,4,2037.463785932171
HD 23249,4,2037.4945531760372
HD 88230,4,2037.5021993961923
HD 65907 A,8,2037.554296322623
HD 17206,4,2037.5822482888882
HD 134083,5,2037.602574171646
HD 209100,6,2037.6428320198568
HD 4813,7,2037.6443141972827
HD 38393,6,2037.6466411675553
HD 693,4,2037.657324695561
HD 84737,4,2037.6609312500195
HD 35296,7,2037.666743947606
HD 128620,5,2037.6852207175518
HD 69897,6,2037.7109878713668
HD 55575,8,2037.7554589452795
HD 10361,6,2037.7597565513206
HD 26965 A,7,2037.8257459846686
HD 10780,5,2037.8349488407111
HD 17051,4,2037.8716936111337
HD 34411,4,2037.877012862193
HD 187691 A,4,2037.887150867094
HD 46588 A,5,2037.8995497629594
HD 128167,4,2037.9231656450363
HD 209100,7,2037.9604395197216
HD 22484,4,2038.0010354672586
HD 142373,4,2038.0024053302723
HD 4813,8,2038.076985987736
HD 35296,8,2038.1043519571385
HD 128621,5,2038.1567374072802
HD 69897,7,2038.2477059935854
HD 134083,6,2038.2512839516685
HD 101501,7,2038.3009703908451
HD 128620,6,2038.3577957476555
HD 128621,6,2038.3839354577385
HD 20807,6,2038.394675261019
HD 187691 A,5,2038.4918039690226
HD 23249,5,2038.494107431061
HD 88230,5,2038.5015626652403
HD 17051,5,2038.5133997006942
HD 46588 A,6,2038.533683779043
HD 17206,5,2038.55290773983
HD 10361,7,2038.5708859437727
HD 209100,8,2038.5722558067864
HD 693,5,2038.6567982242168
HD 84737,5,2038.6606937214856
HD 69897,8,2038.784424115804
HD 10780,6,2038.8344394755422
HD 34411,5,2038.8761997979918
HD 134083,7,2038.899993731691
HD 128167,5,2038.9046054658297
HD 142373,5,2039.0011827186077
HD 187691 A,6,2039.0950872079375
HD 128621,7,2039.0974348780528
HD 101501,8,2039.1478943461314
HD 17206,6,2039.2317863688584
HD 46588 A,7,2039.2595986170431
HD 128620,7,2039.2837954352897
HD 693,6,2039.304216958357
HD 10361,8,2039.3381797197871
HD 20807,7,2039.3941981094767
HD 23249,6,2039.4936616860846
HD 17051,6,2039.5112701738112
HD 134083,8,2039.5487035117135
HD 128621,8,2039.6506603257667
HD 10780,7,2039.6544780555814
HD 128167,6,2039.673716519503
HD 142373,6,2039.701329969961
HD 128620,8,2039.7632197804646
HD 34411,6,2039.8753867337907
HD 17051,7,2039.9502365373473
HD 17206,7,2040.0613499293913
HD 46588 A,8,2040.0772942769597
HD 187691 A,7,2040.0928909947918
HD 128167,7,2040.2976220937262
HD 693,7,2040.3036904870128
HD 20807,8,2040.3937209579344
HD 142373,7,2040.4042169473419
HD 10780,8,2040.4717769095932
HD 23249,7,2040.4932159411082
HD 17051,8,2040.6905727638928
HD 34411,7,2040.8745736695896
HD 128167,8,2040.9338564350726
HD 17206,8,2041.0511874625247
HD 187691 A,8,2041.0920646446598
HD 693,8,2041.3031640156685
HD 142373,8,2041.4029943356772
HD 23249,8,2041.492770196132
HD 34411,8,2041.8737606053885
