StarName,NObs,LastObs
HD 4391,1,2035.0890410958891
HD 10780,1,2035.0904109589028
HD 140538 A,1,2035.0917808219165
HD 165341 A,1,2035.0931506849302
HD 166,1,2035.0945205479438
HD 26965 A,1,2035.0958904109575
HD 185144,1,2035.0972602739712
HD 209100,1,2035.0986301369849
HD 201091,1,2035.0999999999985
HD 155885,1,2035.1013698630122
HD 155886,1,2035.102739726026
HD 10476,1,2035.1041095890396
HD 201092,1,2035.1054794520533
HD 165341 B,1,2035.106849315067
HD 131977,1,2035.1082191780806
HD 219134,1,2035.1095890410943
HD 88230,1,2035.110958904108
HD 4628,1,2035.1123287671217
HD 192310,1,2035.1136986301353
HD 10360,1,2035.115068493149
HD 156026,1,2035.1164383561627
HD 149661,1,2035.1178082191764
HD 10361,1,2035.11917808219
HD 3651 A,1,2035.1205479452037
HD 100623 A,1,2035.1219178082174
HD 216803,1,2035.123287671231
HD 32147,1,2035.1246575342448
HD 17925,1,2035.1260273972584
HD 38392,1,2035.1273972602721
HD 37394,1,2035.1287671232858
HD 95735,1,2035.1301369862995
HD 217987,1,2035.1315068493132
HD 202560,1,2035.1328767123268
HD 201092,2,2035.1627730361615
HD 217987,2,2035.168332737138
HD 95735,2,2035.1808574444703
HD 88230,2,2035.182227307484
HD 201091,2,2035.186775437025
HD 165341 B,2,2035.1970747459138
HD 217987,3,2035.2051586249627
HD 201092,3,2035.2200666202698
HD 131977,2,2035.2261113632933
HD 216803,2,2035.2306087470993
HD 219134,2,2035.2415956377063
HD 217987,4,2035.24296550072
HD 10700,2,2035.2471331483955
HD 155885,2,2035.2485030114092
HD 202560,2,2035.2498728744229
HD 4628,2,2035.2541051736775
HD 38392,2,2035.2593166873453
HD 10361,2,2035.2631841869807
HD 32147,2,2035.2656174508857
HD 26965 A,2,2035.2669873138993
HD 156274 A,2,2035.268357176913
HD 128621,2,2035.2724035299098
HD 10360,2,2035.2737733929234
HD 201091,3,2035.275143255937
HD 201092,4,2035.277360204378
HD 100623 A,2,2035.2787300673917
HD 217987,5,2035.2800999304054
HD 20794,2,2035.2869726582035
HD 165341 B,3,2035.2883425212171
HD 10780,2,2035.2897123842308
HD 10476,2,2035.2910822472445
HD 17925,2,2035.2978258862322
HD 95735,3,2035.3000710533252
HD 101501,2,2035.3030883388558
HD 149661,2,2035.3044582018695
HD 217987,6,2035.3169258182302
HD 88230,3,2035.3182956812439
HD 37394,2,2035.3196655442575
HD 166,2,2035.3243270642079
HD 3651 A,2,2035.3279328016208
HD 201092,5,2035.3346537884863
HD 102365,2,2035.3360236515
HD 216803,3,2035.3379298229675
HD 202560,3,2035.3394285967006
HD 20766,2,2035.3434196215742
HD 131977,3,2035.3447894845879
HD 82885 A,2,2035.3461593476015
HD 217987,7,2035.353751706055
HD 201091,4,2035.3619186929636
HD 140538 A,2,2035.3697120453348
HD 30495,2,2035.3710819083485
HD 20807,2,2035.3724517713622
HD 155886,2,2035.3738216343759
HD 4614 A,2,2035.3751914973896
HD 147513,2,2035.3765613604032
HD 72905,2,2035.377931223417
HD 109358,2,2035.3793010864306
HD 165341 B,4,2035.3806709494443
HD 4391,2,2035.3828319204233
HD 217987,8,2035.3905775938797
HD 38392,3,2035.3919474568934
HD 201092,6,2035.393317319907
HD 136352,2,2035.3946871829207
HD 155885,3,2035.3960570459344
HD 4628,3,2035.397426908948
HD 146233,2,2035.4010316596114
HD 185144,2,2035.402401522625
HD 32147,3,2035.4065773675266
HD 10361,3,2035.4079472305402
HD 114710,2,2035.409317093554
HD 190248,2,2035.4107009420518
HD 128620,2,2035.4164106465457
HD 95735,4,2035.4177805095594
HD 203608,2,2035.4221530967866
HD 65907 A,2,2035.4259562261273
HD 33262 A,2,2035.4305053297433
HD 10360,3,2035.431875192757
HD 190360,2,2035.4332450557706
HD 192310,2,2035.4346149187843
HD 100623 A,3,2035.435984781798
HD 50692,2,2035.4373546448116
HD 10700,3,2035.4387245078253
HD 216803,4,2035.4452508988356
HD 55575,2,2035.447648733865
HD 156274 A,3,2035.4490185968787
HD 90839,2,2035.4503884598923
HD 201091,5,2035.451758322906
HD 86728 A,2,2035.4531281859197
HD 201092,7,2035.4544980489334
HD 115617,2,2035.455867911947
HD 165341 A,2,2035.4583685261316
HD 131977,4,2035.4626816698005
HD 95735,5,2035.465761241703
HD 95128,2,2035.4693248233052
HD 17925,3,2035.470694686319
HD 53705,2,2035.4720645493326
HD 10476,3,2035.4761547095436
HD 39091,2,2035.4775245725573
HD 35296,2,2035.478894435571
HD 4813,2,2035.4802642985846
HD 219134,3,2035.4816341615983
HD 34411,2,2035.4841184426557
HD 131156 A,2,2035.4856613347918
HD 10780,3,2035.4878331560599
HD 149661,3,2035.4899999480886
HD 17051,2,2035.4913698111022
HD 46588 A,2,2035.4985175777294
HD 165499,2,2035.5032190779825
HD 37394,3,2035.5087626709574
HD 201092,8,2035.5117916330416
HD 20794,3,2035.5150412068188
HD 84117,2,2035.5164110698324
HD 7570,2,2035.518473074093
HD 26965 A,3,2035.5224198638587
HD 101501,3,2035.5237897268723
HD 38392,4,2035.525159589886
HD 141004,2,2035.5265294528997
HD 20630,2,2035.5278993159134
HD 16895 A,2,2035.5342093318545
HD 3651 A,3,2035.5355791948682
HD 38393,2,2035.5369994663877
HD 160691,2,2035.5383693294013
HD 201091,6,2035.539739192415
HD 4628,4,2035.5411090554287
HD 143761,2,2035.5424789184424
HD 155885,4,2035.543848781456
HD 32147,4,2035.5475372841674
HD 10361,4,2035.5519533353308
HD 216803,5,2035.5533231983445
HD 166,3,2035.5546930613582
HD 69897,2,2035.5641153824922
HD 131977,5,2035.5805738550132
HD 30652,2,2035.5846756155333
HD 10360,4,2035.5893746148513
HD 17206,2,2035.590744477865
HD 58855,2,2035.5921143408787
HD 100623 A,4,2035.5934842038923
HD 165341 B,5,2035.5969237775496
HD 20766,3,2035.6019077363003
HD 102365,3,2035.6051933574395
HD 82885 A,3,2035.611474674402
HD 192310,3,2035.6142866539917
HD 43386,2,2035.6200747910243
HD 155886,3,2035.6229057846663
HD 187691 A,2,2035.6252010471337
HD 201091,7,2035.6265709101474
HD 128167,2,2035.6280151632643
HD 156274 A,4,2035.629385026278
HD 10700,4,2035.6307548892917
HD 210302,2,2035.6321247523053
HD 43042,2,2035.633494615319
HD 142860,2,2035.6355815172847
HD 17925,4,2035.6424931752927
HD 140538 A,3,2035.6476432687532
HD 134083,2,2035.655559095091
HD 38392,5,2035.6570790169592
HD 693,2,2035.6584488799729
HD 216803,6,2035.6606442742127
HD 1581,2,2035.6620141372264
HD 10476,4,2035.66338400024
HD 84737,2,2035.6647538632537
HD 30495,3,2035.6661414043758
HD 72905,3,2035.6690293350723
HD 22484,2,2035.6730082731583
HD 212330 A,2,2035.674378136172
HD 20807,3,2035.6757479991857
HD 147513,3,2035.6771178621993
HD 149661,4,2035.678487725213
HD 4391,3,2035.6798575882267
HD 185144,3,2035.6812274512404
HD 4628,5,2035.6828854619846
HD 10780,4,2035.685953927889
HD 32147,5,2035.6884972008083
HD 155885,5,2035.6903333253263
HD 165341 A,3,2035.6934493810336
HD 131977,6,2035.6984660402259
HD 142373,2,2035.7056267034081
HD 136352,3,2035.707008178266
HD 109358,3,2035.709453432855
HD 201091,8,2035.713346347174
HD 4614 A,3,2035.7174457399055
HD 115617,3,2035.7273495111497
HD 146233,3,2035.7287193741633
HD 3651 A,4,2035.7429640512853
HD 20794,4,2035.744333914299
HD 101501,4,2035.7457037773127
HD 10360,5,2035.7470736403263
HD 100623 A,5,2035.7496226776532
HD 23249,2,2035.7516090495478
HD 216803,7,2035.7679653500809
HD 114710,3,2035.7777766089227
HD 65907 A,3,2035.7806795755432
HD 166,4,2035.7844995776222
HD 190360,3,2035.786705362028
HD 190248,3,2035.7880752250417
HD 38392,6,2035.7894450880553
HD 50692,3,2035.7976547494022
HD 203608,3,2035.8073198922039
HD 156274 A,5,2035.8086897552175
HD 17925,5,2035.8142916642664
HD 33262 A,3,2035.815805180035
HD 131977,7,2035.8171750430488
HD 128620,3,2035.8185449060625
HD 26965 A,4,2035.820318167242
HD 10700,5,2035.8217236541263
HD 4628,6,2035.8246618685405
HD 32147,6,2035.8294571174492
HD 55575,3,2035.8322837691007
HD 19373,2,2035.835387983937
HD 155885,6,2035.8368178691965
HD 86728 A,3,2035.8457742658518
HD 10476,5,2035.8484564625392
HD 20630,3,2035.8509566039895
HD 90839,3,2035.8556965404505
HD 20766,4,2035.8603958510264
HD 149661,5,2035.864029471432
HD 165341 B,6,2035.8693409892157
HD 102365,4,2035.874363063379
HD 216803,8,2035.8757329263926
HD 209100,2,2035.8771027894063
HD 82885 A,4,2035.87847265242
HD 53705,3,2035.8802989478322
HD 10361,5,2035.881668810846
HD 10780,5,2035.884074699718
HD 39091,3,2035.8868694765902
HD 95128,3,2035.889334578118
HD 131156 A,3,2035.8907044411317
HD 95735,6,2035.8931940286354
HD 10360,6,2035.9045730624207
HD 100623 A,6,2035.9059429254344
HD 4813,3,2035.9129360890379
HD 35296,3,2035.9165024451036
HD 38392,7,2035.9213645151285
HD 140538 A,4,2035.9255744921716
HD 17051,3,2035.9289663116247
HD 34411,3,2035.9326204469558
HD 131977,8,2035.9350672282615
HD 46588 A,3,2035.944980360939
HD 95735,7,2035.9480240758473
HD 3651 A,5,2035.9503489077024
HD 165341 B,7,2035.9595664200626
HD 30495,4,2035.9612009004031
HD 101501,5,2035.965230472334
HD 4628,7,2035.9666003353477
HD 32147,7,2035.9704170340901
HD 20794,5,2035.9724024629143
HD 4391,4,2035.973772325928
HD 147513,4,2035.9757485105079
HD 20807,4,2035.9780105736809
HD 155885,7,2035.9833024130667
HD 17925,6,2035.9860901532402
HD 156274 A,6,2035.9879896403015
HD 84117,3,2035.9986073328066
HD 7570,3,2036.0054392988714
HD 10700,6,2036.012692418961
HD 166,5,2036.0143060938863
HD 136352,4,2036.0193291736114
HD 141004,3,2036.0245393996017
HD 26965 A,5,2036.0291753747363
HD 143761,3,2036.0321059638347
HD 10476,6,2036.0335289248383
HD 160691,3,2036.0378012150604
HD 109358,4,2036.0396057792796
HD 156026,2,2036.0409756422932
HD 16895 A,3,2036.0492405815176
HD 149661,6,2036.0506104445312
HD 38392,8,2036.0532839422017
HD 146233,4,2036.055778431036
HD 4614 A,4,2036.0596999824215
HD 10360,7,2036.062072484515
HD 100623 A,7,2036.0634423475287
HD 38393,3,2036.0648122105424
HD 10780,6,2036.082195471547
HD 69897,3,2036.1008335047109
HD 4628,8,2036.1083767419036
HD 32147,8,2036.111376950731
HD 20766,5,2036.1188839657525
HD 65907 A,4,2036.1354029249592
HD 190360,4,2036.1401656682854
HD 82885 A,5,2036.1437879792204
HD 114710,4,2036.1462361242916
HD 58855,3,2036.1525454973212
HD 165341 B,8,2036.1552713029628
HD 3651 A,6,2036.1577337641195
HD 17925,7,2036.1591036271332
HD 50692,4,2036.1604734901468
HD 190248,4,2036.1645295917515
HD 156274 A,7,2036.1672895253855
HD 30652,3,2036.1686593883992
HD 101501,6,2036.1847571673554
HD 203608,4,2036.192486687621
HD 20794,6,2036.2004710115295
HD 140538 A,5,2036.20350571559
HD 10700,7,2036.2048755786036
HD 55575,4,2036.2169188043365
HD 10476,7,2036.2186013871374
HD 10360,8,2036.219971250151
HD 100623 A,8,2036.2213411131647
HD 128620,4,2036.2227109761784
HD 10361,6,2036.224080839192
HD 43386,3,2036.2254507022058
HD 155885,8,2036.227047230908
HD 187691 A,3,2036.2284842860486
HD 149661,7,2036.2361521907503
HD 1581,3,2036.237522053764
HD 86728 A,4,2036.2388919167777
HD 43042,3,2036.243145784169
HD 166,6,2036.2445156471827
HD 128621,3,2036.2475467858367
HD 210302,3,2036.2489166488504
HD 30495,5,2036.2562603964304
HD 90839,4,2036.2610046210086
HD 209100,3,2036.2623744840223
HD 4391,5,2036.2675631504621
HD 147513,5,2036.2743791588164
HD 20807,5,2036.280273148176
HD 10780,7,2036.2816430111898
HD 53705,4,2036.2885333463319
HD 39091,4,2036.296214380623
HD 134083,3,2036.3042688751134
HD 693,3,2036.3058676141131
HD 84737,3,2036.3072374771268
HD 95128,4,2036.3093443329308
HD 212330 A,3,2036.3230143321775
HD 17925,8,2036.330902116107
HD 136352,5,2036.3322719791206
HD 22484,3,2036.3432768202892
HD 4813,4,2036.3456078794911
HD 156274 A,8,2036.3469777425048
HD 35296,4,2036.3541104546362
HD 3651 A,7,2036.3651186205366
HD 17051,4,2036.366562812147
HD 165499,3,2036.3680819915762
HD 10361,7,2036.36945185459
HD 109358,5,2036.3708217176036
HD 20766,6,2036.3773720804786
HD 95735,8,2036.379566451821
HD 34411,4,2036.3811224512558
HD 146233,5,2036.3828374879088
HD 46588 A,4,2036.3914431441488
HD 10700,8,2036.3958443434383
HD 4614 A,5,2036.4019542249375
HD 10476,8,2036.4036738494365
HD 101501,7,2036.4050437124502
HD 142373,3,2036.4064135754638
HD 82885 A,6,2036.4091033060208
HD 149661,8,2036.4216939369694
HD 20794,7,2036.4285395601448
HD 166,7,2036.4743221634467
HD 219134,4,2036.4793941828552
HD 10780,8,2036.480764045869
HD 84117,4,2036.4821339088826
HD 140538 A,6,2036.4835037718963
HD 65907 A,5,2036.4901262743751
HD 7570,4,2036.4924055236497
HD 190360,5,2036.4937753866634
HD 23249,3,2036.495145249677
HD 17206,3,2036.5066094082597
HD 114710,5,2036.5146956396604
HD 19373,3,2036.5187211733555
HD 50692,5,2036.5207735947374
HD 143761,4,2036.522143457751
HD 141004,4,2036.5235133207648
HD 160691,4,2036.5372331007195
HD 190248,5,2036.5409839584613
HD 10361,8,2036.5490743977361
HD 30495,6,2036.5513198924577
HD 4391,6,2036.5613539749963
HD 3651 A,8,2036.5725034769537
HD 147513,6,2036.5738733399673
HD 203608,5,2036.5776534830384
HD 20807,6,2036.5825357226713
HD 128167,3,2036.59164676488
HD 38393,4,2036.5930166278936
HD 55575,5,2036.6015538395723
HD 142860,3,2036.6067794729206
HD 128620,5,2036.6240531295737
HD 101501,8,2036.6254229925873
HD 86728 A,5,2036.6315379967098
HD 20766,7,2036.6358601952047
HD 69897,4,2036.6375516269295
HD 136352,6,2036.644592974466
HD 20794,8,2036.65660810876
HD 90839,5,2036.6663127015668
HD 219134,5,2036.6676825645804
HD 82885 A,7,2036.6744186328212
HD 53705,5,2036.6967677448315
HD 109358,6,2036.700974064028
HD 166,8,2036.7041286797107
HD 39091,5,2036.705559284656
HD 146233,6,2036.7098965447815
HD 58855,4,2036.7129766537637
HD 95128,5,2036.7293540877436
HD 4614 A,6,2036.7442084674535
HD 30652,4,2036.7519651409189
HD 140538 A,7,2036.7614349953146
HD 4813,5,2036.7782796699444
HD 35296,5,2036.7917184641688
HD 17051,5,2036.8041593126695
HD 43386,4,2036.829087137066
HD 34411,5,2036.8304570000796
HD 187691 A,4,2036.8318268630933
HD 46588 A,5,2036.8379059273584
HD 65907 A,6,2036.844849623791
HD 30495,7,2036.846379388485
HD 190360,6,2036.8477492514987
HD 43042,4,2036.852796953019
HD 4391,7,2036.8551447995305
HD 210302,4,2036.8654708472827
HD 147513,7,2036.8725039882759
HD 50692,6,2036.881073699328
HD 114710,6,2036.8831551550293
HD 20807,7,2036.8847982971665
HD 20766,8,2036.8943483099308
HD 190248,6,2036.9174383251711
HD 82885 A,8,2036.9397339596217
HD 84737,4,2036.9494657020227
HD 134083,4,2036.952978655136
HD 693,4,2036.9543485181496
HD 136352,7,2036.9569139698112
HD 203608,6,2036.9628202784556
HD 84117,5,2036.9643301718568
HD 212330 A,4,2036.971650528183
HD 7570,5,2036.979371748428
HD 55575,6,2036.986188874808
HD 143761,5,2037.0117705031435
HD 22484,4,2037.0135453674202
HD 141004,5,2037.0215232674668
HD 86728 A,6,2037.0241840766419
HD 128620,6,2037.0255539396555
HD 109358,7,2037.0311264104525
HD 160691,5,2037.0366649863786
HD 146233,7,2037.0380348493923
HD 140538 A,8,2037.039404712406
HD 156026,3,2037.0407745754196
HD 90839,6,2037.071620782125
HD 4614 A,7,2037.0864627099695
HD 142373,4,2037.1065608268173
HD 39091,6,2037.1149041886888
HD 38393,5,2037.1204270531855
HD 30495,8,2037.1414388845124
HD 4391,8,2037.1489356240647
HD 95128,6,2037.1503054870784
HD 147513,8,2037.1711346365844
HD 69897,5,2037.1742697491482
HD 20807,8,2037.1870608716617
HD 65907 A,7,2037.199572973207
HD 4813,6,2037.2109514603976
HD 35296,6,2037.2293264737013
HD 23249,4,2037.2385351211428
HD 50692,7,2037.2413738039186
HD 17051,6,2037.2427436669323
HD 114710,7,2037.251614670398
HD 136352,8,2037.2692349651566
HD 58855,5,2037.2734078102062
HD 34411,6,2037.2789590043797
HD 46588 A,6,2037.284368710568
HD 190248,7,2037.293892691881
HD 30652,5,2037.3352708934385
HD 203608,7,2037.347987073873
HD 109358,8,2037.361278756877
HD 146233,8,2037.365093906265
HD 55575,7,2037.3708239100438
HD 86728 A,7,2037.416830156574
HD 128620,7,2037.4268960930508
HD 4614 A,8,2037.4287169524855
HD 43386,5,2037.432723571926
HD 187691 A,5,2037.4351101020081
HD 84117,6,2037.446526434831
HD 43042,5,2037.4624481218689
HD 7570,6,2037.4663379732065
HD 90839,7,2037.476928862683
HD 219134,6,2037.479141215977
HD 210302,5,2037.482025045715
HD 143761,6,2037.5013975485358
HD 141004,6,2037.5195332141689
HD 39091,7,2037.5242490927217
HD 160691,6,2037.5360968720377
HD 65907 A,8,2037.554296322623
HD 95128,7,2037.5703152418912
HD 84737,5,2037.5916939269187
HD 50692,8,2037.6016739085092
HD 134083,5,2037.6030437715228
HD 693,5,2037.6044136345365
HD 114710,8,2037.620074185767
HD 212330 A,5,2037.6214440487806
HD 4813,7,2037.6436232508509
HD 38393,6,2037.6478374784774
HD 35296,7,2037.666934483234
HD 190248,8,2037.6703470585908
HD 17051,7,2037.6803401674547
HD 69897,6,2037.7109878713668
HD 34411,7,2037.7274610086797
HD 46588 A,7,2037.7308314937777
HD 203608,8,2037.7331538692902
HD 55575,8,2037.7554589452795
HD 142373,5,2037.8067080781707
HD 86728 A,8,2037.809476236506
HD 128620,8,2037.828238246446
HD 58855,6,2037.8338389666487
HD 90839,8,2037.8822369432412
HD 30652,6,2037.9185766459582
HD 84117,7,2037.9287226978051
HD 39091,8,2037.9335939967546
HD 7570,7,2037.9533041979848
HD 23249,5,2037.9819249926086
HD 95128,8,2037.990324996704
HD 143761,7,2037.9916948597177
HD 141004,7,2038.017543160871
HD 160691,7,2038.0355287576967
HD 43386,6,2038.0368986207104
HD 187691 A,6,2038.038393340923
HD 43042,6,2038.0720992907188
HD 4813,8,2038.076295041304
HD 210302,6,2038.0985792441475
HD 35296,8,2038.1045424927665
HD 17051,8,2038.1179366679771
HD 38393,7,2038.1752479037693
HD 34411,8,2038.176617766783
HD 46588 A,8,2038.1779876297967
HD 84737,6,2038.2339221518146
HD 69897,7,2038.2477059935854
HD 134083,6,2038.2517535515453
HD 693,6,2038.253123414559
HD 58855,7,2038.3942701230912
HD 84117,8,2038.4109189607793
HD 7570,8,2038.4402704227632
HD 219134,7,2038.476901237234
HD 143761,8,2038.48132190511
HD 30652,7,2038.5018823984778
HD 142373,6,2038.5068553295241
HD 141004,8,2038.515553107573
HD 160691,8,2038.5349606433558
HD 43386,7,2038.6405350555706
HD 187691 A,7,2038.6419049185843
HD 43042,7,2038.6817504595688
HD 38393,8,2038.7026583290613
HD 210302,7,2038.7151334425798
HD 23249,6,2038.7253148640743
HD 69897,8,2038.784424115804
HD 84737,7,2038.8761503767105
HD 134083,7,2038.9004633315678
HD 693,7,2038.9018331945815
HD 58855,8,2038.9547012795338
HD 30652,8,2039.0851881509975
HD 142373,7,2039.2070025808775
HD 43386,8,2039.2441714904307
HD 187691 A,8,2039.2455413534444
HD 43042,8,2039.2914016284187
HD 210302,8,2039.3316876410122
HD 219134,8,2039.4513735872583
HD 23249,7,2039.46870473554
HD 84737,8,2039.5183786016064
HD 134083,8,2039.5491731115903
HD 693,8,2039.550542974604
HD 142373,8,2039.907149832231
HD 23249,8,2040.2120946070058
