StarName,NObs,LastObs
HD 4391,1,2035.0890410958891
HD 10780,1,2035.0904109589028
HD 140538 A,1,2035.0917808219165
HD 165341 A,1,2035.0931506849302
HD 166,1,2035.0945205479438
HD 26965 A,1,2035.0958904109575
HD 185144,1,2035.0972602739712
HD 209100,1,2035.0986301369849
HD 201091,1,2035.0999999999985
HD 155885,1,2035.1013698630122
HD 155886,1,2035.102739726026
HD 10476,1,2035.1041095890396
HD 201092,1,2035.1054794520533
HD 165341 B,1,2035.106849315067
HD 131977,1,2035.1082191780806
HD 219134,1,2035.1095890410943
HD 88230,1,2035.110958904108
HD 4628,1,2035.1123287671217
HD 192310,1,2035.1136986301353
HD 10360,1,2035.115068493149
HD 156026,1,2035.1164383561627
HD 149661,1,2035.1178082191764
HD 10361,1,2035.11917808219
HD 3651 A,1,2035.1205479452037
HD 100623 A,1,2035.1219178082174
HD 216803,1,2035.123287671231
HD 32147,1,2035.1246575342448
HD 17925,1,2035.1260273972584
HD 38392,1,2035.1273972602721
HD 37394,1,2035.1287671232858
HD 95735,1,2035.1301369862995
HD 217987,1,2035.1315068493132
HD 202560,1,2035.1328767123268
HD 201092,2,2035.1627730361615
HD 217987,2,2035.168332737138
HD 88230,2,2035.1815550498818
HD 95735,2,2035.1829249128955
HD 201091,2,2035.186775437025
HD 165341 B,2,2035.1970747459138
HD 217987,3,2035.2051586249627
HD 156026,2,2035.2100482622584
HD 209100,2,2035.2162376368526
HD 201092,3,2035.2200666202698
HD 131977,2,2035.2261113632933
HD 95735,3,2035.2363850970937
HD 219134,2,2035.2415956377063
HD 217987,4,2035.24296550072
HD 202560,2,2035.245720105837
HD 10700,2,2035.2471331483955
HD 155885,2,2035.2485030114092
HD 4628,2,2035.2541051736775
HD 38392,2,2035.2593166873453
HD 10361,2,2035.2631841869807
HD 32147,2,2035.2656174508857
HD 26965 A,2,2035.2669873138993
HD 156274 A,2,2035.268357176913
HD 128621,2,2035.2724035299098
HD 10360,2,2035.2737733929234
HD 201091,3,2035.275143255937
HD 185144,2,2035.2765131189508
HD 201092,4,2035.2778829819645
HD 100623 A,2,2035.2792528449781
HD 217987,5,2035.2806227079918
HD 20794,2,2035.2869726582035
HD 165341 B,3,2035.2883425212171
HD 10780,2,2035.2897123842308
HD 10476,2,2035.2910822472445
HD 17925,2,2035.2978258862322
HD 101501,2,2035.3030883388558
HD 149661,2,2035.3044582018695
HD 156026,3,2035.3058280648831
HD 217987,6,2035.3174485958166
HD 202560,3,2035.3188184588303
HD 37394,2,2035.320188321844
HD 88230,3,2035.3215581848576
HD 166,2,2035.3243270642079
HD 3651 A,2,2035.3279328016208
HD 209100,3,2035.3338451367204
HD 102365,2,2035.335214999734
HD 201092,5,2035.3365848627477
HD 20766,2,2035.3434196215742
HD 131977,3,2035.3447894845879
HD 82885 A,2,2035.3461593476015
HD 217987,7,2035.3542744836413
HD 201091,4,2035.3619186929636
HD 140538 A,2,2035.3697120453348
HD 30495,2,2035.3710819083485
HD 20807,2,2035.3724517713622
HD 155886,2,2035.3738216343759
HD 4614 A,2,2035.3751914973896
HD 147513,2,2035.3765613604032
HD 72905,2,2035.377931223417
HD 109358,2,2035.3793010864306
HD 165341 B,4,2035.3806709494443
HD 4391,2,2035.3828319204233
HD 217987,8,2035.391100371466
HD 38392,3,2035.3924702344798
HD 136352,2,2035.3938400974935
HD 201092,6,2035.3952099605071
HD 155885,3,2035.3965798235208
HD 4628,3,2035.3979496865345
HD 156026,4,2035.3994379709789
HD 146233,2,2035.4010316596114
HD 32147,3,2035.4065773675266
HD 10361,3,2035.4079472305402
HD 114710,2,2035.409317093554
HD 190248,2,2035.4107009420518
HD 192310,2,2035.4120708050655
HD 128620,2,2035.4164106465457
HD 203608,2,2035.4221530967866
HD 65907 A,2,2035.4259562261273
HD 33262 A,2,2035.4305053297433
HD 10360,3,2035.431875192757
HD 190360,2,2035.4332450557706
HD 100623 A,3,2035.435391318739
HD 50692,2,2035.4370124333566
HD 10700,3,2035.4383822963703
HD 55575,2,2035.447648733865
HD 156274 A,3,2035.4490185968787
HD 90839,2,2035.4503884598923
HD 201091,5,2035.451758322906
HD 86728 A,2,2035.4531281859197
HD 209100,4,2035.4544980489334
HD 201092,7,2035.455867911947
HD 165341 A,2,2035.461108252159
HD 131977,4,2035.4626816698005
HD 115617,2,2035.4687418731723
HD 95128,2,2035.470111736186
HD 17925,3,2035.4714815991997
HD 53705,2,2035.4728514622134
HD 165341 B,5,2035.474221325227
HD 10476,3,2035.4761547095436
HD 39091,2,2035.4775245725573
HD 35296,2,2035.478894435571
HD 219134,3,2035.4802642985846
HD 4813,2,2035.4816341615983
HD 34411,2,2035.4841184426557
HD 131156 A,2,2035.4856613347918
HD 10780,3,2035.4878331560599
HD 149661,3,2035.4899999480886
HD 17051,2,2035.4913698111022
HD 156026,5,2035.4930478770746
HD 128621,3,2035.4944177400882
HD 46588 A,2,2035.4985175777294
HD 165499,2,2035.5032190779825
HD 37394,3,2035.5092854485438
HD 201092,8,2035.5131614960553
HD 20794,3,2035.5150412068188
HD 84117,2,2035.5164110698324
HD 7570,2,2035.518473074093
HD 101501,3,2035.5226150338772
HD 141004,2,2035.524037343962
HD 38392,4,2035.5254072069756
HD 95735,4,2035.5309411716994
HD 16895 A,2,2035.5342093318545
HD 3651 A,3,2035.5355791948682
HD 38393,2,2035.5369994663877
HD 160691,2,2035.5383693294013
HD 201091,6,2035.539739192415
HD 4628,4,2035.5411090554287
HD 143761,2,2035.5424789184424
HD 155885,4,2035.543848781456
HD 32147,4,2035.5475372841674
HD 10361,4,2035.5519533353308
HD 166,3,2035.554133580472
HD 69897,2,2035.5641153824922
HD 165341 B,6,2035.565485245506
HD 185144,3,2035.567239617321
HD 20630,2,2035.579221671634
HD 131977,5,2035.5805915346477
HD 30652,2,2035.5846756155333
HD 10360,4,2035.5893746148513
HD 17206,2,2035.590744477865
HD 155886,3,2035.5921143408787
HD 58855,2,2035.5934842038923
HD 100623 A,4,2035.594854066906
HD 20766,3,2035.6019077363003
HD 102365,3,2035.6043847056735
HD 82885 A,3,2035.611474674402
HD 43386,2,2035.6200747910243
HD 187691 A,2,2035.6252010471337
HD 201091,7,2035.6265709101474
HD 128167,2,2035.6280151632643
HD 156274 A,4,2035.629385026278
HD 10700,4,2035.6307548892917
HD 210302,2,2035.6321247523053
HD 43042,2,2035.633494615319
HD 142860,2,2035.6355815172847
HD 192310,3,2035.6369513802983
HD 17925,4,2035.6432800881735
HD 140538 A,3,2035.6476432687532
HD 134083,2,2035.655559095091
HD 165341 B,7,2035.6569289581046
HD 38392,5,2035.6582988211183
HD 693,2,2035.659668684132
HD 10476,4,2035.6612271718427
HD 1581,2,2035.6625970348564
HD 84737,2,2035.66396689787
HD 30495,3,2035.6661414043758
HD 72905,3,2035.6690293350723
HD 22484,2,2035.6730082731583
HD 212330 A,2,2035.674378136172
HD 20807,3,2035.6757479991857
HD 147513,3,2035.6771178621993
HD 149661,4,2035.678487725213
HD 4391,3,2035.6798575882267
HD 10780,4,2035.685953927889
HD 32147,5,2035.6884972008083
HD 155885,5,2035.6903333253263
HD 10361,5,2035.6959594401214
HD 165341 A,3,2035.6975589700746
HD 131977,6,2035.6989288330883
HD 142373,2,2035.7056267034081
HD 136352,3,2035.7069965664218
HD 109358,3,2035.709453432855
HD 201091,8,2035.713346347174
HD 4614 A,3,2035.7174457399055
HD 146233,3,2035.728090716484
HD 101501,4,2035.7421417288986
HD 3651 A,4,2035.7435115919122
HD 20794,4,2035.744881454926
HD 10360,5,2035.7468740369457
HD 165341 B,8,2035.7482438999593
HD 100623 A,5,2035.7509925406669
HD 23249,2,2035.7523624036805
HD 216803,2,2035.7538964183245
HD 114710,3,2035.7777766089227
HD 65907 A,3,2035.7806795755432
HD 95735,5,2035.783031492881
HD 166,4,2035.7844013558947
HD 190360,3,2035.786705362028
HD 190248,3,2035.7880752250417
HD 38392,6,2035.7902182481914
HD 50692,3,2035.7973125379472
HD 203608,3,2035.8073198922039
HD 156274 A,5,2035.8086897552175
HD 17925,5,2035.8150785771472
HD 33262 A,3,2035.816448440161
HD 131977,7,2035.8178183031746
HD 128620,3,2035.8191881661883
HD 10700,5,2035.8217236541263
HD 32147,6,2035.8294571174492
HD 55575,3,2035.8322837691007
HD 19373,2,2035.835387983937
HD 155885,6,2035.8368178691965
HD 10361,6,2035.839965544912
HD 86728 A,3,2035.8457742658518
HD 10476,5,2035.8471441288655
HD 90839,3,2035.8556965404505
HD 20630,3,2035.8598132062862
HD 20766,4,2035.8611830692998
HD 149661,5,2035.864029471432
HD 26965 A,3,2035.8676253433057
HD 82885 A,4,2035.8767900012024
HD 53705,3,2035.881085860713
HD 10780,5,2035.884074699718
HD 39091,3,2035.8868694765902
HD 95128,3,2035.8901214909988
HD 10360,6,2035.90437345904
HD 100623 A,6,2035.9071310144277
HD 4813,3,2035.9143059520516
HD 35296,3,2035.9165024451036
HD 38392,7,2035.9221376752646
HD 140538 A,4,2035.9255744921716
HD 17051,3,2035.9289663116247
HD 34411,3,2035.9326204469558
HD 95735,6,2035.9339903099694
HD 131977,8,2035.9357104883873
HD 46588 A,3,2035.944980360939
HD 3651 A,5,2035.9508964483293
HD 165499,3,2035.952266311343
HD 72905,4,2035.9601274467277
HD 30495,4,2035.9614973097414
HD 101501,5,2035.962867172755
HD 32147,7,2035.9704170340901
HD 20794,5,2035.9729500035412
HD 4391,4,2035.9743198665549
HD 147513,4,2035.9757485105079
HD 20807,4,2035.9780105736809
HD 155885,7,2035.9833024130667
HD 10361,7,2035.9846722760803
HD 17925,6,2035.986877066121
HD 156274 A,6,2035.9882469291347
HD 84117,3,2035.9986073328066
HD 7570,3,2036.0054392988714
HD 10700,6,2036.012692418961
HD 166,5,2036.0142078721587
HD 136352,4,2036.0193175617671
HD 141004,3,2036.022047290664
HD 143761,3,2036.0321059638347
HD 10476,6,2036.0334758268484
HD 160691,3,2036.0378012150604
HD 109358,4,2036.0396057792796
HD 16895 A,3,2036.0492405815176
HD 149661,6,2036.0506104445312
HD 38392,8,2036.0540571023378
HD 146233,4,2036.0554269653514
HD 4614 A,4,2036.0596999824215
HD 10360,7,2036.0618728811344
HD 100623 A,7,2036.0632694881886
HD 38393,3,2036.0646393512022
HD 10780,6,2036.082195471547
HD 69897,3,2036.1008335047109
HD 32147,8,2036.111376950731
HD 20766,5,2036.119671184026
HD 10361,8,2036.128678380871
HD 65907 A,4,2036.1354029249592
HD 190360,4,2036.1401656682854
HD 82885 A,5,2036.1421053280028
HD 114710,4,2036.1462361242916
HD 115617,3,2036.1484426504512
HD 58855,3,2036.1539153603348
HD 50692,4,2036.1576126425377
HD 3651 A,6,2036.1589825055514
HD 26965 A,4,2036.160352368565
HD 17925,7,2036.1617222315788
HD 190248,4,2036.1645295917515
HD 156274 A,7,2036.1675468142187
HD 30652,3,2036.1689166772323
HD 101501,6,2036.1823938677765
HD 203608,4,2036.192486687621
HD 20794,6,2036.2010185521565
HD 140538 A,5,2036.20350571559
HD 10700,7,2036.2048755786036
HD 55575,4,2036.2169188043365
HD 10476,7,2036.2185482891475
HD 10360,8,2036.2199181521612
HD 100623 A,8,2036.2212880151749
HD 128620,4,2036.2226578781886
HD 43386,3,2036.2240277412022
HD 155885,8,2036.225397604216
HD 187691 A,3,2036.2284842860486
HD 1581,3,2036.230666125095
HD 149661,7,2036.2361521907503
HD 86728 A,4,2036.2384203457839
HD 43042,3,2036.243145784169
HD 166,6,2036.2445156471827
HD 210302,3,2036.2486789507377
HD 72905,5,2036.251225558383
HD 128167,3,2036.2525954213968
HD 30495,5,2036.2565568057687
HD 90839,4,2036.2610046210086
HD 4391,5,2036.268110691089
HD 147513,5,2036.2743791588164
HD 20807,5,2036.280273148176
HD 10780,7,2036.2816430111898
HD 53705,4,2036.2893202592127
HD 39091,4,2036.296214380623
HD 134083,3,2036.3042688751134
HD 17206,3,2036.305638738127
HD 84737,3,2036.3070086011408
HD 693,3,2036.3083784641544
HD 95128,4,2036.3101312458116
HD 212330 A,3,2036.3230143321775
HD 136352,5,2036.3316385571125
HD 17925,8,2036.3335207205525
HD 22484,3,2036.3432768202892
HD 156274 A,8,2036.3468466993027
HD 4813,4,2036.3482165623163
HD 35296,4,2036.3541104546362
HD 3651 A,7,2036.3663673619685
HD 17051,4,2036.3677372249822
HD 109358,5,2036.369758125704
HD 20766,6,2036.378159298752
HD 34411,4,2036.3811224512558
HD 146233,5,2036.3824923142695
HD 46588 A,4,2036.3914431441488
HD 10700,8,2036.3958443434383
HD 165499,4,2036.4006908687784
HD 101501,7,2036.402060731792
HD 4614 A,5,2036.4034305948057
HD 10476,8,2036.4048004578194
HD 142373,3,2036.406170320833
HD 82885 A,6,2036.4075401838468
HD 131156 A,3,2036.4178980120428
HD 149661,8,2036.4216939369694
HD 20794,7,2036.4290871007718
HD 166,7,2036.4743221634467
HD 219134,4,2036.4766544568279
HD 10780,8,2036.4797637830188
HD 84117,4,2036.4811336460325
HD 140538 A,6,2036.4825035090462
HD 65907 A,5,2036.4901262743751
HD 7570,4,2036.4924055236497
HD 190360,5,2036.4937753866634
HD 23249,3,2036.4957522751463
HD 114710,5,2036.5146956396604
HD 216803,3,2036.516065502674
HD 50692,5,2036.5179127471283
HD 141004,4,2036.520057237366
HD 143761,4,2036.521733009227
HD 160691,4,2036.5372331007195
HD 190248,5,2036.5409839584613
HD 72905,6,2036.542353821475
HD 30495,6,2036.551616301796
HD 142860,3,2036.5602041304555
HD 4391,6,2036.5619015156233
HD 19373,3,2036.5652965158206
HD 147513,6,2036.573009807125
HD 3651 A,8,2036.5743796701386
HD 203608,5,2036.5776534830384
HD 20807,6,2036.5825357226713
HD 38393,4,2036.5920497764942
HD 26965 A,5,2036.59660683633
HD 55575,5,2036.6015538395723
HD 101501,8,2036.6215874268134
HD 128620,5,2036.6240000315838
HD 86728 A,5,2036.631066425716
HD 20766,7,2036.6366474134782
HD 69897,4,2036.6380172764918
HD 136352,6,2036.6439595524578
HD 20794,8,2036.657155649387
HD 90839,5,2036.6663127015668
HD 82885 A,7,2036.6728555106472
HD 53705,5,2036.6975546577123
HD 109358,6,2036.6999104721285
HD 166,8,2036.7041286797107
HD 39091,5,2036.705559284656
HD 146233,6,2036.7095513711422
HD 58855,4,2036.7143465167774
HD 219134,5,2036.7250994096025
HD 95128,5,2036.7301410006244
HD 4614 A,6,2036.7456848373217
HD 30652,4,2036.752222429752
HD 140538 A,7,2036.7604347324645
HD 26965 A,6,2036.7671078794413
HD 4813,5,2036.7808883527696
HD 35296,5,2036.7917184641688
HD 17051,5,2036.8053337255046
HD 43386,4,2036.8276641760624
HD 34411,5,2036.8296244555559
HD 187691 A,4,2036.8317675249634
HD 72905,7,2036.8334519331304
HD 46588 A,5,2036.8379059273584
HD 65907 A,6,2036.844849623791
HD 30495,7,2036.8466757978233
HD 190360,6,2036.848045660837
HD 165499,5,2036.8494155238507
HD 43042,4,2036.852796953019
HD 4391,7,2036.8556923401575
HD 95735,7,2036.8570622031712
HD 210302,4,2036.86523314917
HD 147513,7,2036.8716404554334
HD 128167,4,2036.87650099562
HD 50692,6,2036.878212851719
HD 114710,6,2036.8831551550293
HD 20807,7,2036.8847982971665
HD 20766,8,2036.8951355282043
HD 190248,6,2036.9174383251711
HD 82885 A,8,2036.9381708374476
HD 84737,4,2036.9492368260367
HD 134083,4,2036.952978655136
HD 693,4,2036.9557971982947
HD 136352,7,2036.9571670613084
HD 203608,6,2036.9628202784556
HD 84117,5,2036.9641901414693
HD 212330 A,4,2036.971650528183
HD 7570,5,2036.979371748428
HD 55575,6,2036.986188874808
HD 143761,5,2037.0113600546194
HD 22484,4,2037.0135453674202
HD 141004,5,2037.018067184068
HD 86728 A,6,2037.023712505648
HD 128620,6,2037.025342184979
HD 109358,7,2037.030062818553
HD 146233,7,2037.036610428015
HD 160691,5,2037.0379802910286
HD 140538 A,8,2037.0393501540423
HD 219134,6,2037.0516265541569
HD 90839,6,2037.071620782125
HD 4614 A,7,2037.0879390798377
HD 53705,6,2037.105789056212
HD 142373,4,2037.1071589192256
HD 39091,6,2037.1149041886888
HD 38393,5,2037.119460201786
HD 72905,8,2037.1245500447858
HD 30495,8,2037.1417352938506
HD 4391,8,2037.1494831646917
HD 95128,6,2037.1508530277054
HD 147513,8,2037.170271103742
HD 69897,5,2037.1747353987105
HD 20807,8,2037.1870608716617
HD 65907 A,7,2037.199572973207
HD 190360,7,2037.2015059670944
HD 4813,6,2037.2135601432228
HD 35296,6,2037.2293264737013
HD 50692,7,2037.2385129563095
HD 23249,4,2037.2398828193232
HD 17051,6,2037.242930226027
HD 114710,7,2037.251614670398
HD 136352,8,2037.2694880566537
HD 58855,5,2037.27477767322
HD 34411,6,2037.278126459856
HD 46588 A,6,2037.284368710568
HD 190248,7,2037.293892691881
HD 165499,6,2037.297840081286
HD 30652,5,2037.3355281822717
HD 203608,7,2037.347987073873
HD 109358,8,2037.3602151649775
HD 146233,8,2037.3636694848876
HD 55575,7,2037.3708239100438
HD 86728 A,7,2037.4163585855802
HD 128620,7,2037.4266843383743
HD 4614 A,8,2037.4301933223537
HD 43386,5,2037.4315631853674
HD 187691 A,5,2037.4350507638783
HD 84117,6,2037.4463864044435
HD 43042,5,2037.4624481218689
HD 7570,6,2037.4663379732065
HD 90839,7,2037.476928862683
HD 210302,5,2037.4817873476024
HD 128167,5,2037.5004065698433
HD 143761,6,2037.501776432857
HD 53705,7,2037.5140234547116
HD 141004,6,2037.51607713077
HD 39091,7,2037.5242490927217
HD 160691,6,2037.5374121766877
HD 65907 A,8,2037.554296322623
HD 190360,8,2037.5556661856367
HD 95128,7,2037.5708627825181
HD 84737,5,2037.5914650509326
HD 50692,8,2037.5988130609
HD 134083,5,2037.6016884351584
HD 693,5,2037.603215932435
HD 114710,8,2037.620074185767
HD 212330 A,5,2037.6214440487806
HD 4813,7,2037.646231933676
HD 38393,6,2037.6476017966897
HD 35296,7,2037.666934483234
HD 190248,8,2037.6703470585908
HD 17051,7,2037.6805267265495
HD 22484,5,2037.6838139145511
HD 69897,6,2037.7114535209291
HD 34411,7,2037.726628464156
HD 46588 A,7,2037.7308314937777
HD 203608,8,2037.7331538692902
HD 165499,7,2037.7462646387214
HD 55575,8,2037.7554589452795
HD 142373,5,2037.807306170579
HD 86728 A,8,2037.8090046655122
HD 95735,8,2037.816001839411
HD 128620,8,2037.8280264917696
HD 58855,6,2037.8352088296624
HD 90839,8,2037.8822369432412
HD 30652,6,2037.9188339347913
HD 53705,8,2037.9222578532112
HD 84117,7,2037.9285826674177
HD 39091,8,2037.9335939967546
HD 7570,7,2037.9533041979848
HD 23249,5,2037.983272690789
HD 95128,8,2037.990872537331
HD 143761,7,2037.9922424003446
HD 141004,7,2038.0140870774721
HD 219134,7,2038.0178797260992
HD 43386,6,2038.0351996202276
HD 160691,7,2038.0368440623467
HD 187691 A,6,2038.0383340027931
HD 43042,6,2038.0720992907188
HD 4813,8,2038.0789037241293
HD 210302,6,2038.0983415460348
HD 35296,8,2038.1045424927665
HD 17051,8,2038.118123227072
HD 128167,6,2038.1243121440666
HD 38393,7,2038.1750122219817
HD 34411,8,2038.1763820849953
HD 46588 A,8,2038.177751948009
HD 165499,8,2038.1946891961568
HD 84737,6,2038.2336932758285
HD 69897,7,2038.2481716431478
HD 134083,6,2038.250398215181
HD 693,6,2038.2517680781946
HD 22484,6,2038.354082461682
HD 58855,7,2038.395639986105
HD 84117,8,2038.4107789303919
HD 7570,8,2038.4402704227632
HD 143761,8,2038.481869445737
HD 30652,7,2038.502139687311
HD 142373,6,2038.5074534219325
HD 141004,8,2038.5120970241742
HD 160691,8,2038.5362759480058
HD 43386,7,2038.6388360550877
HD 187691 A,7,2038.641617241708
HD 43042,7,2038.6817504595688
HD 38393,8,2038.7024226472736
HD 210302,7,2038.7148957444672
HD 23249,6,2038.7266625622547
HD 128167,7,2038.7482177182899
HD 69897,8,2038.7848897653664
HD 219134,8,2038.8170096103727
HD 84737,7,2038.8759215007244
HD 134083,7,2038.8991079952034
HD 693,7,2038.900477858217
HD 58855,8,2038.9560711425474
HD 22484,7,2039.024351008813
HD 30652,8,2039.0854454398307
HD 142373,7,2039.207600673286
HD 43386,8,2039.2424724899479
HD 187691 A,8,2039.2449004806228
HD 43042,8,2039.2914016284187
HD 210302,8,2039.3314499428996
HD 128167,8,2039.3721232925132
HD 23249,7,2039.4700524337204
HD 84737,8,2039.5181497256203
HD 134083,8,2039.547817775226
HD 693,8,2039.5491876382396
HD 22484,8,2039.694619555944
HD 142373,8,2039.9077479246394
HD 23249,8,2040.2134423051862
