StarName,NObs,LastObs
HD 4391,1,2035.0890410958891
HD 10780,1,2035.0904109589028
HD 140538 A,1,2035.0917808219165
HD 165341 A,1,2035.0931506849302
HD 166,1,2035.0945205479438
HD 26965 A,1,2035.0958904109575
HD 185144,1,2035.0972602739712
HD 209100,1,2035.0986301369849
HD 201091,1,2035.0999999999985
HD 155885,1,2035.1013698630122
HD 155886,1,2035.102739726026
HD 10476,1,2035.1041095890396
HD 201092,1,2035.1054794520533
HD 165341 B,1,2035.106849315067
HD 131977,1,2035.1082191780806
HD 219134,1,2035.1095890410943
HD 88230,1,2035.110958904108
HD 4628,1,2035.1123287671217
HD 192310,1,2035.1136986301353
HD 10360,1,2035.115068493149
HD 156026,1,2035.1164383561627
HD 149661,1,2035.1178082191764
HD 10361,1,2035.11917808219
HD 3651 A,1,2035.1205479452037
HD 100623 A,1,2035.1219178082174
HD 216803,1,2035.123287671231
HD 32147,1,2035.1246575342448
HD 17925,1,2035.1260273972584
HD 38392,1,2035.1273972602721
HD 37394,1,2035.1287671232858
HD 95735,1,2035.1301369862995
HD 217987,1,2035.1315068493132
HD 202560,1,2035.1328767123268
HD 201091,2,2035.186775437025
HD 165341 B,2,2035.1970747459138
HD 10700,2,2035.2471331483955
HD 38392,2,2035.2593166873453
HD 32147,2,2035.2656174508857
HD 156274 A,2,2035.2669873138993
HD 10360,2,2035.2725679152434
HD 201091,3,2035.273937778257
HD 20794,2,2035.2869726582035
HD 165341 B,3,2035.2883425212171
HD 10476,2,2035.2897123842308
HD 17925,2,2035.2978258862322
HD 101501,2,2035.3030883388558
HD 3651 A,2,2035.3279328016208
HD 155886,2,2035.3394951091932
HD 20630,2,2035.3422353702676
HD 82885 A,2,2035.3447673815938
HD 140538 A,2,2035.3697120453348
HD 72905,2,2035.3773994815172
HD 109358,2,2035.3787693445308
HD 4391,2,2035.3828319204233
HD 38392,3,2035.3912361144185
HD 136352,2,2035.3931429131524
HD 146233,2,2035.4010316596114
HD 26965 A,2,2035.402401522625
HD 185144,2,2035.4037713856387
HD 32147,3,2035.4065773675266
HD 65907 A,2,2035.4259562261273
HD 131156 A,2,2035.4281270882173
HD 10360,3,2035.4300673373377
HD 33262 A,2,2035.4314372003514
HD 190360,2,2035.432807063365
HD 10700,3,2035.4381019132302
HD 156274 A,3,2035.4462871989833
HD 55575,2,2035.447657061997
HD 90839,2,2035.4490269250107
HD 219134,2,2035.4503967880244
HD 10361,2,2035.451766651038
HD 165341 A,2,2035.4556288001043
HD 95128,2,2035.4693248233052
HD 17925,3,2035.470694686319
HD 10476,3,2035.47478484653
HD 39091,2,2035.4764681917031
HD 35296,2,2035.478703899943
HD 4813,2,2035.4800737629566
HD 202560,2,2035.489555722272
HD 17051,2,2035.491021158056
HD 165499,2,2035.5032190779825
HD 20794,3,2035.5150412068188
HD 84117,2,2035.5164110698324
HD 7570,2,2035.518473074093
HD 38392,4,2035.5231555414916
HD 3651 A,3,2035.535317658038
HD 38393,2,2035.5369994663877
HD 143761,2,2035.5403119768985
HD 128621,2,2035.5518555847002
HD 155886,3,2035.5532254477139
HD 19373,2,2035.5600455181875
HD 69897,2,2035.5641153824922
HD 30652,2,2035.5846756155333
HD 10360,4,2035.587566759432
HD 17206,2,2035.5898375331392
HD 82885 A,3,2035.6100827083942
HD 43386,2,2035.6200747910243
HD 20630,3,2035.621444654038
HD 187691 A,2,2035.6252010471337
HD 156274 A,4,2035.6265709101474
HD 128167,2,2035.6280151632643
HD 10700,4,2035.629385026278
HD 210302,2,2035.6307548892917
HD 43042,2,2035.6329388400825
HD 102365,2,2035.6349231305917
HD 142860,2,2035.6362929936054
HD 26965 A,3,2035.637662856619
HD 17925,4,2035.6424931752927
HD 140538 A,3,2035.6476432687532
HD 38392,5,2035.6550749685648
HD 134083,2,2035.6564448315785
HD 114710,2,2035.6588704742687
HD 10476,4,2035.6602403372824
HD 84737,2,2035.662776170101
HD 190248,2,2035.6641460331148
HD 1581,2,2035.6655158961285
HD 72905,3,2035.6684975931726
HD 202560,3,2035.6708922664661
HD 22484,2,2035.6730082731583
HD 4391,3,2035.6766227449575
HD 30495,2,2035.6827307288984
HD 101501,3,2035.685628732505
HD 20766,2,2035.694104553076
HD 128620,2,2035.701342153391
HD 147513,2,2035.7027120164046
HD 185144,3,2035.7040869251048
HD 136352,3,2035.7054639084977
HD 109358,3,2035.7089216909553
HD 165341 A,3,2035.7112576002114
HD 146233,3,2035.728090716484
HD 115617,2,2035.7358651608397
HD 20807,2,2035.737879012845
HD 3651 A,4,2035.742702514455
HD 20794,4,2035.7440723774687
HD 166,2,2035.746244872421
HD 23249,2,2035.7516090495478
HD 65907 A,3,2035.7806795755432
HD 190360,3,2035.7862673696225
HD 38392,6,2035.7876372326361
HD 203608,2,2035.7988654255482
HD 156274 A,5,2035.8058707952314
HD 131156 A,3,2035.811048696983
HD 10361,3,2035.8135809750036
HD 17925,5,2035.8149508380172
HD 33262 A,3,2035.8167370506433
HD 209100,2,2035.818106913657
HD 10700,5,2035.8203537911127
HD 55575,3,2035.8322920972328
HD 165341 B,4,2035.8402117876738
HD 10476,5,2035.8453127995815
HD 90839,3,2035.8543350055688
HD 82885 A,4,2035.8753980351946
HD 39091,3,2035.885813095736
HD 95128,3,2035.889334578118
HD 16895 A,2,2035.898592893493
HD 20630,4,2035.8999627565067
HD 86728 A,2,2035.9013326195204
HD 4813,3,2035.9127455534099
HD 35296,3,2035.9163119094756
HD 38392,7,2035.9195566597093
HD 140538 A,4,2035.9255744921716
HD 17051,3,2035.9286176585783
HD 34411,2,2035.938912963197
HD 3651 A,5,2035.950087370872
HD 53705,2,2035.9548097409574
HD 72905,4,2035.959595704828
HD 26965 A,4,2035.9609655678416
HD 4391,4,2035.9704135694917
HD 20794,5,2035.972140926084
HD 156274 A,6,2035.9851706803154
HD 17925,6,2035.986749326991
HD 142373,2,2035.9974075253217
HD 84117,3,2035.9987773883354
HD 147513,3,2036.001342664713
HD 209100,3,2036.002837701195
HD 693,2,2036.0104324327651
HD 10700,6,2036.0118022957788
HD 212330 A,2,2036.0239786617535
HD 141004,2,2036.0254072069683
HD 4614 A,2,2036.028555612369
HD 58855,2,2036.0299254753827
HD 143761,3,2036.0312953383964
HD 10476,6,2036.03266520141
HD 160691,2,2036.0377880500348
HD 109358,4,2036.0391579130485
HD 38392,8,2036.0514760867825
HD 46588 A,2,2036.0528459497962
HD 146233,4,2036.0551497733568
HD 101501,4,2036.0626896740994
HD 38393,3,2036.0644098916796
HD 155885,2,2036.0670324890623
HD 50692,2,2036.0753685977309
HD 10780,2,2036.0899015937339
HD 201092,2,2036.094279885463
HD 69897,3,2036.1008335047109
HD 19373,3,2036.1022828171972
HD 131977,2,2036.1069332810887
HD 4628,2,2036.1083031441024
HD 88230,2,2036.110322173156
HD 192310,2,2036.1125484475226
HD 156026,2,2036.1155277143
HD 149661,2,2036.1170485955206
HD 100623 A,2,2036.1218918984043
HD 216803,2,2036.123261761418
HD 37394,2,2036.1274532910697
HD 217987,2,2036.1288231540834
HD 95735,2,2036.130193017097
HD 114710,3,2036.1315628801108
HD 65907 A,4,2036.1354029249592
HD 190360,4,2036.1397276758798
HD 82885 A,5,2036.1410975388935
HD 190248,3,2036.1474497148915
HD 3651 A,6,2036.1574722272892
HD 17925,7,2036.1588420903029
HD 156274 A,7,2036.1644705653994
HD 17206,3,2036.1673462991553
HD 20630,5,2036.1778145651315
HD 203608,3,2036.1840322209655
HD 102365,3,2036.186284617349
HD 20794,6,2036.2002094746992
HD 33262 A,4,2036.2020369009351
HD 10700,7,2036.2034067639488
HD 140538 A,5,2036.2047766269625
HD 128621,3,2036.2146700735084
HD 55575,4,2036.2169271324685
HD 10476,7,2036.2182969954822
HD 43386,3,2036.2237112258845
HD 43042,3,2036.2425900089324
HD 210302,3,2036.247309087724
HD 72905,5,2036.2506938164834
HD 128167,3,2036.252063679497
HD 90839,4,2036.259643086127
HD 4391,5,2036.264204394026
HD 142860,3,2036.27187451089
HD 39091,4,2036.295157999769
HD 20766,3,2036.3046474623175
HD 84737,3,2036.3060173253311
HD 134083,3,2036.3073871883448
HD 95128,4,2036.3093443329308
HD 17925,8,2036.3306405792766
HD 22484,3,2036.3432768202892
HD 156274 A,8,2036.344646683303
HD 4813,4,2036.3460165463166
HD 165499,3,2036.3530134984258
HD 35296,4,2036.3543833614394
HD 128620,3,2036.362958279385
HD 3651 A,7,2036.3648570837063
HD 30495,3,2036.36622694672
HD 17051,4,2036.3675968097336
HD 109358,5,2036.369310259473
HD 1581,3,2036.3719411507486
HD 146233,5,2036.3822088302295
HD 10700,8,2036.3943755287835
HD 20807,3,2036.3976758339104
HD 10476,8,2036.4033694577813
HD 82885 A,6,2036.406412865694
HD 20794,7,2036.4282780233145
HD 219134,3,2036.449526672295
HD 20630,6,2036.4556663737562
HD 166,3,2036.4719417996366
HD 84117,4,2036.4809736513096
HD 140538 A,6,2036.4827078503808
HD 65907 A,5,2036.4901262743751
HD 190360,5,2036.4931879821372
HD 23249,3,2036.4949989210136
HD 10780,3,2036.5044607217242
HD 7570,3,2036.5058305847379
HD 26965 A,5,2036.5081789397145
HD 143761,4,2036.5209223837887
HD 141004,3,2036.5234171536704
HD 160691,3,2036.5372199356939
HD 72905,6,2036.5417919281388
HD 30652,3,2036.5488032858557
HD 165341 B,5,2036.550985163717
HD 4391,6,2036.55799521856
HD 3651 A,8,2036.5722419401234
HD 38393,4,2036.5918203169715
HD 55575,5,2036.6015621677043
HD 187691 A,3,2036.6243746970017
HD 69897,4,2036.6375516269295
HD 156026,3,2036.6447540587455
HD 10361,4,2036.657587079784
HD 90839,5,2036.6649511666851
HD 82885 A,7,2036.6717281924944
HD 212330 A,3,2036.673098055508
HD 95735,3,2036.687762790329
HD 109358,6,2036.6994626058975
HD 39091,5,2036.7045029038018
HD 146233,6,2036.7092678871022
HD 4628,3,2036.715832975309
HD 128621,4,2036.7172105897162
HD 95128,5,2036.7293540877436
HD 20630,7,2036.733518182381
HD 115617,3,2036.7348880453947
HD 17206,4,2036.7448550651714
HD 140538 A,7,2036.7606390737992
HD 192310,3,2036.7648229224492
HD 4813,5,2036.7786883367698
HD 35296,5,2036.791991370972
HD 34411,3,2036.8024834606417
HD 17051,5,2036.805193310256
HD 43386,4,2036.8273476607446
HD 72905,7,2036.8328900397942
HD 26965 A,6,2036.8348443663851
HD 165341 B,6,2036.841210594561
HD 65907 A,6,2036.844849623791
HD 4391,7,2036.8517860430943
HD 43042,4,2036.853155906108
HD 210302,4,2036.8638632861564
HD 58855,3,2036.86523314917
HD 128167,4,2036.8759692537203
HD 101501,5,2036.8890656841804
HD 20807,4,2036.8971986823753
HD 16895 A,3,2036.898568545389
HD 86728 A,3,2036.9008280145122
HD 114710,4,2036.9027621215012
HD 142860,4,2036.9074560281747
HD 217987,3,2036.9218134254588
HD 82885 A,8,2036.9370435192948
HD 84737,4,2036.948245550227
HD 88230,3,2036.9507813326172
HD 53705,3,2036.9534550983526
HD 134083,4,2036.9560969683673
HD 84117,5,2036.9631699142838
HD 55575,6,2036.98619720294
HD 142373,3,2036.996184913657
HD 209100,4,2037.0026369818718
HD 26965 A,7,2037.0053454094964
HD 693,3,2037.0085360984071
HD 143761,5,2037.010549429181
HD 20630,8,2037.0119192921948
HD 20766,4,2037.0132891552084
HD 22484,4,2037.0146590182221
HD 4614 A,3,2037.0283441014508
HD 109358,7,2037.0297139644645
HD 146233,7,2037.036326943975
HD 140538 A,8,2037.0385702972176
HD 46588 A,3,2037.052733390532
HD 155885,3,2037.0669416904543
HD 90839,6,2037.0702592472433
HD 128620,4,2037.0738894738718
HD 50692,3,2037.0752593368854
HD 30495,4,2037.0790946619193
HD 201092,3,2037.0830803188728
HD 131977,3,2037.1056473840968
HD 149661,3,2037.1162889718648
HD 38393,5,2037.1192307422634
HD 100623 A,3,2037.1218659885913
HD 216803,3,2037.123235851605
HD 72905,8,2037.1246057146186
HD 37394,3,2037.1261394588537
HD 4391,8,2037.1455768676285
HD 203608,4,2037.1486510711688
HD 95128,6,2037.1500209341825
HD 69897,5,2037.1742697491482
HD 65907 A,7,2037.199572973207
HD 4813,6,2037.211360127223
HD 35296,6,2037.2295993805046
HD 17051,6,2037.2427898107785
HD 20807,5,2037.2693242705682
HD 165341 B,7,2037.288970271978
HD 101501,6,2037.3031129271442
HD 17206,5,2037.3223638311874
HD 128621,5,2037.338929188114
HD 109358,8,2037.359866310889
HD 146233,8,2037.3633860008476
HD 55575,7,2037.3708322381758
HD 30495,5,2037.3741541579466
HD 10361,5,2037.3892644174427
HD 43386,5,2037.4309840956048
HD 84117,6,2037.445366177258
HD 43042,5,2037.462807074958
HD 90839,7,2037.4755673278014
HD 210302,5,2037.4804174845888
HD 46588 A,4,2037.4991961737417
HD 143761,6,2037.5005660367553
HD 10780,4,2037.5039513565553
HD 65907 A,8,2037.554296322623
HD 95128,7,2037.5700306889953
HD 39091,6,2037.5850806845401
HD 84737,5,2037.590473775123
HD 134083,5,2037.6048067483898
HD 209100,5,2037.6161348926912
HD 4813,7,2037.6440319176763
HD 38393,6,2037.6466411675553
HD 20766,5,2037.6498594617099
HD 35296,7,2037.6672073900372
HD 30495,6,2037.6692136539739
HD 17051,7,2037.680386311301
HD 22484,5,2037.684927565353
HD 69897,6,2037.7109878713668
HD 34411,4,2037.7181087526062
HD 101501,7,2037.729488937231
HD 55575,8,2037.7554672734116
HD 26965 A,8,2037.8100930279409
HD 20807,6,2037.863367666977
HD 128167,5,2037.8711077046505
HD 90839,8,2037.8808754083595
HD 17206,6,2037.8998725972035
HD 84117,7,2037.9275624402321
HD 95128,8,2037.990040443808
HD 693,4,2038.0080096270628
HD 43386,6,2038.034620530465
HD 43042,6,2038.072458243808
HD 128620,5,2038.0738617642446
HD 4813,8,2038.0767037081296
HD 210302,6,2038.0969716830211
HD 35296,8,2038.1048153995698
HD 17051,8,2038.1179828118234
HD 203608,5,2038.1475164967142
HD 38393,7,2038.1740515928473
HD 209100,6,2038.1816875980319
HD 84737,6,2038.232702000019
HD 69897,7,2038.2477059935854
HD 134083,6,2038.2535165284123
HD 128621,6,2038.3058532659588
HD 10361,6,2038.3223116181123
HD 84117,8,2038.4097587032063
HD 46588 A,5,2038.4990836144775
HD 10780,5,2038.5034419913864
HD 34411,5,2038.5104463733396
HD 101501,8,2038.5449060432027
HD 39091,7,2038.5462759062164
HD 128620,6,2038.5628751505153
HD 30495,7,2038.6286567116354
HD 43386,7,2038.6382569653251
HD 20766,6,2038.6494434668361
HD 43042,7,2038.6821094126578
HD 38393,8,2038.7014620181392
HD 210302,7,2038.7135258814535
HD 209100,7,2038.7513498924136
HD 69897,8,2038.784424115804
HD 20807,7,2038.8628905154346
HD 128167,6,2038.8703557446217
HD 84737,7,2038.8749302249148
HD 17206,7,2038.8992991714326
HD 134083,7,2038.9022263084348
HD 20766,7,2038.9079315815623
HD 46588 A,6,2038.9455463976872
HD 39091,8,2038.9556208102492
HD 10361,7,2038.981386216046
HD 693,5,2039.0074831557185
HD 128620,7,2039.0327104545945
HD 203608,6,2039.1176147989722
HD 128621,7,2039.1399006314768
HD 209100,8,2039.1497793100855
HD 43386,8,2039.2418934001853
HD 43042,8,2039.2917605815078
HD 34411,6,2039.306893583114
HD 210302,8,2039.3300800798859
HD 10780,6,2039.3577271467675
HD 128621,8,2039.4123041613866
HD 30495,8,2039.425086070669
HD 10361,8,2039.4281320468597
HD 17206,8,2039.4768079374487
HD 20766,8,2039.4842279154618
HD 128167,7,2039.494261318845
HD 84737,8,2039.5171584498107
HD 134083,8,2039.5509360884573
HD 693,6,2039.6549018898588
HD 34411,7,2039.819779149057
HD 20807,8,2039.8624133638923
HD 128620,8,2039.927203292914
HD 46588 A,7,2039.945433838423
HD 203608,7,2040.0301788546558
HD 34411,8,2040.268281153357
HD 10780,7,2040.3325602473524
HD 203608,8,2040.415345650073
HD 128167,8,2040.4935093588163
HD 693,7,2040.6543754185145
HD 46588 A,8,2040.7686089503943
HD 10780,8,2041.2553385534175
HD 693,8,2041.3045338786822
