StarName,NObs,LastObs
HD 4391,1,2035.0890410958891
HD 10780,1,2035.0904109589028
HD 140538 A,1,2035.0917808219165
HD 165341 A,1,2035.0931506849302
HD 166,1,2035.0945205479438
HD 26965 A,1,2035.0958904109575
HD 185144,1,2035.0972602739712
HD 209100,1,2035.0986301369849
HD 201091,1,2035.0999999999985
HD 155885,1,2035.1013698630122
HD 155886,1,2035.102739726026
HD 10476,1,2035.1041095890396
HD 201092,1,2035.1054794520533
HD 165341 B,1,2035.106849315067
HD 131977,1,2035.1082191780806
HD 219134,1,2035.1095890410943
HD 88230,1,2035.110958904108
HD 4628,1,2035.1123287671217
HD 192310,1,2035.1136986301353
HD 10360,1,2035.115068493149
HD 156026,1,2035.1164383561627
HD 149661,1,2035.1178082191764
HD 10361,1,2035.11917808219
HD 3651 A,1,2035.1205479452037
HD 100623 A,1,2035.1219178082174
HD 216803,1,2035.123287671231
HD 32147,1,2035.1246575342448
HD 17925,1,2035.1260273972584
HD 38392,1,2035.1273972602721
HD 37394,1,2035.1287671232858
HD 95735,1,2035.1301369862995
HD 217987,1,2035.1315068493132
HD 202560,1,2035.1328767123268
HD 165341 B,2,2035.1970747459138
HD 38392,2,2035.2593166873453
HD 20794,2,2035.2869726582035
HD 10476,2,2035.2891820513387
HD 156026,2,2035.2936099060928
HD 101501,2,2035.3030883388558
HD 82885 A,2,2035.3447673815938
HD 155886,2,2035.3559334653573
HD 209100,2,2035.3573335272615
HD 165341 B,3,2035.3681220945678
HD 72905,2,2035.3773994815172
HD 4391,2,2035.3828319204233
HD 38392,3,2035.3912361144185
HD 26965 A,2,2035.3965284403682
HD 146233,2,2035.4010316596114
HD 192310,2,2035.4193977626012
HD 165341 A,2,2035.4241219507896
HD 65907 A,2,2035.4259562261273
HD 185144,2,2035.4290826627519
HD 33262 A,2,2035.4305053297433
HD 10780,2,2035.4419563882639
HD 55575,2,2035.447648733865
HD 17925,2,2035.4594697218463
HD 10476,3,2035.4742545136378
HD 35296,2,2035.478703899943
HD 4813,2,2035.4800737629566
HD 202560,2,2035.4814436259703
HD 165499,2,2035.5032190779825
HD 38392,4,2035.5231555414916
HD 3651 A,2,2035.5334122536726
HD 38393,2,2035.5369994663877
HD 69897,2,2035.5641153824922
HD 128621,2,2035.5682939408644
HD 209100,3,2035.6009684243877
HD 82885 A,3,2035.6100827083942
HD 156026,3,2035.6146170724592
HD 43386,2,2035.6200747910243
HD 210302,2,2035.6302528285692
HD 37394,2,2035.6329327431317
HD 43042,2,2035.6343026061454
HD 190248,2,2035.6380982023225
HD 102365,2,2035.6431423086738
HD 1581,2,2035.651630734073
HD 202560,3,2035.6545609920825
HD 38392,5,2035.6559308550961
HD 134083,2,2035.6573007181098
HD 10476,4,2035.659326975937
HD 20807,2,2035.6707557251748
HD 136352,2,2035.697252502189
HD 185144,3,2035.699261215917
HD 101501,3,2035.702067088669
HD 20766,2,2035.7034369516828
HD 30495,2,2035.710127989172
HD 128620,2,2035.7114978521856
HD 147513,2,2035.7128677151993
HD 20630,2,2035.714237578213
HD 146233,3,2035.728090716484
HD 128621,3,2035.7585056899534
HD 114710,2,2035.776678693445
HD 166,2,2035.7832311737902
HD 26965 A,3,2035.7848377026544
HD 109358,2,2035.7863167299795
HD 38392,6,2035.7878502821693
HD 115617,2,2035.7906596813868
HD 10780,3,2035.7921319546112
HD 203608,2,2035.8111941926713
HD 19373,2,2035.8189496277728
HD 55575,3,2035.8322837691007
HD 219134,2,2035.8415956376975
HD 10476,5,2035.844399438236
HD 155886,3,2035.8474833690689
HD 17925,3,2035.8488532320825
HD 82885 A,4,2035.8753980351946
HD 142860,2,2035.890376037829
HD 17051,2,2035.8978704731185
HD 39091,2,2035.8997558629299
HD 10361,2,2035.901540351355
HD 4813,3,2035.9127455534099
HD 35296,3,2035.9163119094756
HD 38392,7,2035.9197697092425
HD 53705,2,2035.9274124806839
HD 190360,2,2035.9287823436975
HD 3651 A,3,2035.9380573840594
HD 30652,2,2035.9408399990898
HD 34411,2,2035.943022552238
HD 160691,2,2035.9583359952414
HD 86728 A,2,2035.9597058582551
HD 16895 A,2,2035.9610757212688
HD 72905,3,2035.9767167712503
HD 10700,2,2035.9854893127683
HD 20807,3,2035.9880867928205
HD 20630,3,2035.9975688388924
HD 22484,2,2035.9990356704138
HD 128167,2,2036.0004055334275
HD 1581,3,2036.0017753964412
HD 58855,2,2036.0031452594549
HD 142373,2,2036.0045151224685
HD 23249,2,2036.0077734331057
HD 17206,2,2036.0103854783385
HD 693,2,2036.0117553413522
HD 33262 A,3,2036.0158051800322
HD 187691 A,2,2036.0197215950732
HD 84737,2,2036.0210914580869
HD 212330 A,2,2036.0239786617535
HD 141004,2,2036.0254072069683
HD 143761,2,2036.026777069982
HD 4614 A,2,2036.028555612369
HD 10476,6,2036.0299254753827
HD 7570,2,2036.0312953383964
HD 84117,2,2036.03266520141
HD 101501,4,2036.0352924138258
HD 90839,2,2036.0395546558914
HD 147513,3,2036.040924518905
HD 95128,2,2036.0487768780913
HD 38392,8,2036.0516891363156
HD 46588 A,2,2036.0530589993293
HD 146233,4,2036.0551497733568
HD 131156 A,2,2036.0582640745095
HD 37394,3,2036.0617558972253
HD 201091,2,2036.063125760239
HD 38393,3,2036.0644956232527
HD 50692,2,2036.0753685977309
HD 156274 A,2,2036.087519063153
HD 140538 A,2,2036.0916298535435
HD 69897,3,2036.1008335047109
HD 217987,2,2036.1022033677245
HD 155885,2,2036.1035732307382
HD 4628,2,2036.104943093752
HD 201092,2,2036.1063129567656
HD 4391,3,2036.1076828197793
HD 131977,2,2036.109052682793
HD 88230,2,2036.1104225458066
HD 65907 A,3,2036.1135562878671
HD 10360,2,2036.1150336686558
HD 149661,2,2036.1170485955206
HD 100623 A,2,2036.1218918984043
HD 216803,2,2036.123261761418
HD 32147,2,2036.1246316244317
HD 95735,2,2036.128802649936
HD 115617,3,2036.1388536093555
HD 82885 A,5,2036.140713361995
HD 166,3,2036.1486541284085
HD 102365,3,2036.1575174940617
HD 203608,3,2036.1963609880886
HD 10476,7,2036.2149979376818
HD 55575,4,2036.2169188043365
HD 43386,3,2036.2237112258845
HD 43042,3,2036.2439537749954
HD 10361,3,2036.2715738534025
HD 20794,3,2036.2862740835199
HD 165341 A,3,2036.3030384221206
HD 134083,3,2036.3060104981323
HD 192310,3,2036.3209873060173
HD 20766,3,2036.322357169031
HD 128620,3,2036.3443468548926
HD 4813,4,2036.3457167179063
HD 95735,3,2036.34708658092
HD 35296,4,2036.3539199190081
HD 155885,3,2036.358276952689
HD 165499,3,2036.3680819915762
HD 190248,3,2036.3707169525887
HD 146233,5,2036.3822088302295
HD 114710,3,2036.3999327293582
HD 10476,8,2036.4013025923718
HD 82885 A,6,2036.4060286887955
HD 95735,4,2036.448491970597
HD 3651 A,4,2036.475579226773
HD 190360,3,2036.5110097732393
HD 141004,3,2036.5234171536704
HD 142860,3,2036.5259575551136
HD 131156 A,3,2036.5273274181272
HD 209100,4,2036.5555622256131
HD 38393,4,2036.5919060485446
HD 128621,4,2036.5994023705398
HD 55575,5,2036.6015538395723
HD 46588 A,3,2036.6091108236333
HD 210302,3,2036.6125604516537
HD 39091,3,2036.6310185751772
HD 69897,4,2036.6375516269295
HD 65907 A,4,2036.6422522400203
HD 109358,3,2036.645236199684
HD 84737,3,2036.6633196829828
HD 82885 A,7,2036.6713440155959
HD 19373,3,2036.683104734997
HD 136352,3,2036.697244730401
HD 30495,3,2036.7079272112164
HD 146233,6,2036.70929707423
HD 128167,3,2036.7393796007998
HD 84117,3,2036.7408888616412
HD 17051,3,2036.7450560147308
HD 128620,4,2036.7464258777445
HD 53705,3,2036.764414002465
HD 86728 A,3,2036.7674204313319
HD 23249,3,2036.7717112497767
HD 4813,5,2036.7783885083595
HD 10780,4,2036.788882863415
HD 35296,5,2036.7915279285407
HD 10700,3,2036.8011156118405
HD 95128,3,2036.805772934269
HD 219134,3,2036.8379857959408
HD 160691,3,2036.8393556589544
HD 212330 A,3,2036.852066912551
HD 101501,5,2036.9356410266455
HD 82885 A,8,2036.9370108896592
HD 30652,3,2036.939214244754
HD 34411,3,2036.942209488037
HD 20807,4,2036.9435793510506
HD 134083,4,2036.9547202781548
HD 16895 A,3,2036.9596686147604
HD 95735,5,2036.9868836616374
HD 58855,3,2036.988253524651
HD 22484,3,2036.9912220257593
HD 693,3,2036.9975302398711
HD 142373,3,2037.0019226477903
HD 17206,3,2037.008442189554
HD 10361,4,2037.0101005061297
HD 187691 A,3,2037.0188952449412
HD 143761,3,2037.0259931564628
HD 7570,3,2037.0278506042632
HD 4614 A,3,2037.029220467277
HD 146233,7,2037.0363561311028
HD 90839,3,2037.039383284386
HD 219134,4,2037.0549238994008
HD 209100,5,2037.0594710953383
HD 201091,3,2037.0608601013619
HD 50692,3,2037.0740248666957
HD 128621,5,2037.0759154894877
HD 46588 A,4,2037.0788612780755
HD 156274 A,3,2037.080517578362
HD 10360,3,2037.0862317208753
HD 140538 A,3,2037.0914788851705
HD 216803,3,2037.1004458509722
HD 217987,3,2037.1020429541654
HD 4628,3,2037.1042537468707
HD 201092,3,2037.1060722942848
HD 131977,3,2037.107766785801
HD 88230,3,2037.1097858148546
HD 149661,3,2037.1162889718648
HD 38393,5,2037.1193164738365
HD 100623 A,3,2037.1218659885913
HD 32147,3,2037.1244956506491
HD 95735,6,2037.1430835718616
HD 69897,5,2037.1742697491482
HD 95735,7,2037.1924341670187
HD 4813,6,2037.2110602988128
HD 219134,5,2037.2280263864232
HD 35296,6,2037.2293962494368
HD 95735,8,2037.245894351217
HD 128620,5,2037.2477680311383
HD 3651 A,5,2037.2528270968805
HD 65907 A,5,2037.3243728497055
HD 155885,4,2037.358186154081
HD 128167,4,2037.363285175023
HD 146233,8,2037.3646550380367
HD 219134,6,2037.4079781885139
HD 88230,4,2037.4954504537745
HD 17206,4,2037.58595095557
HD 128621,6,2037.5907847728186
HD 134083,5,2037.6034300581773
HD 84737,4,2037.619246538011
HD 187691 A,4,2037.622178483856
HD 39091,4,2037.6280347120783
HD 4813,7,2037.643732089266
HD 38393,6,2037.6467268991285
HD 128620,6,2037.6491101845336
HD 35296,7,2037.6670042589694
HD 65907 A,6,2037.6790961991214
HD 10780,5,2037.680466062135
HD 101501,6,2037.6818359251488
HD 693,4,2037.6915243164765
HD 69897,6,2037.7109878713668
HD 22484,4,2037.717654956451
HD 17051,4,2037.7415566248342
HD 23249,4,2037.7616764637046
HD 10361,5,2037.8828737341973
HD 34411,4,2037.9331772457538
HD 20807,5,2037.9345471087674
HD 46588 A,5,2037.9359169717811
HD 128167,5,2037.98856061226
HD 142373,4,2038.0007000361256
HD 39091,5,2038.0373796161111
HD 209100,6,2038.0579005130014
HD 4813,8,2038.0764038797192
HD 35296,8,2038.104612268502
HD 3651 A,6,2038.1396640080823
HD 17206,5,2038.1648295845998
HD 65907 A,7,2038.17628530196
HD 17051,5,2038.194221618507
HD 155885,5,2038.204670697941
HD 128620,7,2038.2066167214882
HD 209100,7,2038.2179737662932
HD 69897,7,2038.2477059935854
HD 134083,6,2038.2521398381998
HD 10361,6,2038.3323592910383
HD 46588 A,6,2038.3823797549908
HD 34411,5,2038.3912682911496
HD 209100,8,2038.3926381541633
HD 219134,7,2038.4071080727845
HD 155885,6,2038.463484008933
HD 84737,5,2038.4929816122187
HD 101501,7,2038.5260201544077
HD 128621,7,2038.5399006314856
HD 693,5,2038.5827786670516
HD 187691 A,5,2038.621352133724
HD 10361,7,2038.6626667656892
HD 23249,5,2038.664036628703
HD 10780,6,2038.6799566969662
HD 69897,8,2038.784424115804
HD 134083,7,2038.9008496182223
HD 20807,6,2038.9340699572251
HD 17206,6,2038.9354890355446
HD 3651 A,7,2038.9634872206548
HD 65907 A,8,2038.9762141308215
HD 142373,5,2038.999477424461
HD 128620,8,2039.0038492858366
HD 46588 A,7,2039.0288425381975
HD 39091,6,2039.0371354790395
HD 155885,7,2039.1072288267685
HD 128621,8,2039.1698384079655
HD 17051,6,2039.1934619546378
HD 34411,6,2039.1986744050334
HD 187691 A,6,2039.2246353726389
HD 101501,8,2039.3756838357212
HD 219134,8,2039.406237957055
HD 17206,7,2039.519847116629
HD 10361,8,2039.5327002677295
HD 134083,8,2039.5495593982448
HD 693,6,2039.5671837025568
HD 17051,7,2039.6310584551602
HD 23249,6,2039.6635908837266
HD 10780,7,2039.6794473317973
HD 142373,6,2039.6996246758144
HD 46588 A,8,2039.7451683351019
HD 3651 A,8,2039.8475844058291
HD 20807,7,2039.9335928056828
HD 39091,7,2040.0177132597764
HD 34411,7,2040.1279983271347
HD 187691 A,7,2040.2238090225069
HD 693,7,2040.3159722997093
HD 10780,8,2040.510444815946
HD 17206,8,2040.5192736908582
HD 34411,8,2040.6025277286947
HD 17051,8,2040.630298791291
HD 23249,7,2040.6617752757365
HD 20807,8,2040.6632526404458
HD 142373,7,2040.6984020641498
HD 39091,8,2040.7969211775026
HD 187691 A,8,2040.8695580148458
HD 693,8,2040.9633910338496
HD 23249,8,2041.4051651472023
HD 142373,8,2041.638275342897
